index,d__Bacteria,Unassigned,d__Archaea,d__Eukaryota,Insect Order
SRR3392595,9030,35,106,0,Orthoptera
SRR3392596,21716,86,0,0,Orthoptera
SRR3392597,11248,32,79,0,Orthoptera
SRR3392599,4055,0,0,0,Orthoptera
SRR3392600,3011,0,0,0,Orthoptera
SRR3392601,14246,0,0,0,Orthoptera
SRR3392602,12106,28,2105,0,Orthoptera
SRR3392603,7065,0,0,0,Orthoptera
SRR3392604,8158,0,0,0,Orthoptera
SRR3392605,8450,31,0,0,Orthoptera
SRR3392606,10150,0,0,0,Orthoptera
SRR3392607,13063,0,0,0,Orthoptera
SRR3392608,8804,0,0,0,Orthoptera
SRR3392609,12399,0,0,0,Orthoptera
SRR3392610,3687,0,39,0,Orthoptera
SRR3392611,3617,0,0,0,Orthoptera
SRR3392613,10843,0,0,0,Orthoptera
SRR3392614,9287,0,130,0,Orthoptera
SRR3392615,22242,0,446,0,Orthoptera
SRR3392616,8309,13,1584,0,Orthoptera
SRR3392617,8044,0,0,0,Orthoptera
SRR3392618,9576,0,0,0,Orthoptera
SRR3392620,9214,0,439,0,Orthoptera
SRR3392621,14101,0,0,0,Orthoptera
SRR3392622,3926,0,0,0,Orthoptera
SRR3392623,12964,0,64,0,Orthoptera
SRR3392624,8936,0,209,0,Orthoptera
SRR3392625,24043,0,0,0,Orthoptera
SRR3392626,11567,0,0,0,Orthoptera
SRR3392627,10229,0,151,0,Orthoptera
SRR3392628,4841,0,0,0,Orthoptera
SRR3392629,9104,0,43,0,Orthoptera
SRR3392630,9765,0,0,0,Orthoptera
SRR3392631,8991,5,0,0,Orthoptera
SRR3392632,11470,0,0,0,Orthoptera
SRR3392633,2447,0,128,0,Orthoptera
SRR3392634,9298,0,59,0,Orthoptera
SRR3392635,2397,0,0,0,Orthoptera
SRR14133818,20885,0,0,0,Hymenoptera
SRR14133819,9474,0,0,0,Hymenoptera
SRR14133820,15378,0,0,0,Hymenoptera
SRR14133822,6956,0,0,0,Hymenoptera
SRR14133823,22670,0,0,0,Hymenoptera
SRR14133824,14607,0,0,0,Hymenoptera
SRR14133825,31953,0,0,0,Hymenoptera
SRR14133826,24694,0,0,0,Hymenoptera
SRR14133827,20452,0,0,0,Hymenoptera
SRR14133828,5166,0,0,0,Hymenoptera
SRR14133829,14038,0,0,0,Hymenoptera
SRR14133830,17910,0,0,0,Hymenoptera
SRR14133831,18395,0,0,0,Hymenoptera
SRR14133832,8110,0,0,0,Hymenoptera
SRR14133833,12564,0,0,0,Hymenoptera
SRR14133834,6055,0,0,0,Hymenoptera
SRR14133835,20826,0,0,0,Hymenoptera
SRR14133836,7315,0,0,0,Hymenoptera
SRR14133837,29820,0,0,0,Hymenoptera
SRR14133838,5043,0,0,0,Hymenoptera
SRR14133839,3371,0,0,0,Hymenoptera
SRR14133840,2933,0,0,0,Hymenoptera
SRR14133841,12254,0,0,0,Hymenoptera
SRR14133842,11367,0,0,0,Hymenoptera
SRR14133843,15122,0,0,0,Hymenoptera
SRR14133844,18833,0,0,0,Hymenoptera
SRR14133845,5502,0,0,0,Hymenoptera
SRR14133846,31273,0,0,0,Hymenoptera
SRR14133847,13833,0,0,0,Hymenoptera
SRR14133848,12369,0,0,0,Hymenoptera
SRR14133850,16706,0,0,0,Hymenoptera
SRR14133851,18577,0,0,0,Hymenoptera
SRR14133852,10279,0,0,0,Hymenoptera
SRR14133853,10228,0,0,0,Hymenoptera
SRR14133854,3417,0,0,0,Hymenoptera
SRR14133855,17630,0,0,0,Hymenoptera
SRR14133856,5554,0,0,0,Hymenoptera
SRR11679236,2496,38,21,0,Diptera
SRR11679238,2419,0,0,0,Diptera
SRR11679239,2167,52,48,0,Diptera
SRR11679240,5255,0,0,0,Diptera
SRR11679241,15155,0,13,0,Diptera
SRR11679242,3020,72,175,0,Diptera
SRR11679243,7191,516,934,0,Diptera
SRR11679244,7757,140,477,0,Diptera
SRR11679245,12612,584,650,71,Diptera
SRR11679246,2728,0,0,0,Diptera
SRR11679247,4075,85,194,6,Diptera
SRR11679251,3454,62,137,0,Diptera
SRR11679252,7170,176,161,0,Diptera
SRR11679253,21897,20,11,0,Diptera
SRR11679254,5577,268,242,65,Diptera
SRR11679256,10034,406,153,0,Diptera
SRR11679258,17474,198,60,0,Diptera
SRR11679260,1615,379,3466,23,Diptera
SRR11679261,4910,61,358,0,Diptera
SRR11679262,4303,113,833,0,Diptera
SRR11679263,4332,127,721,0,Diptera
SRR11679264,2034,22,225,0,Diptera
SRR11679265,2909,29,190,39,Diptera
SRR11679267,15768,320,97,0,Diptera
SRR11679270,2655,80,111,0,Diptera
SRR11679271,6208,175,15,0,Diptera
SRR11679272,14435,157,260,0,Diptera
SRR11679273,4870,240,19,0,Diptera
SRR11679274,22298,269,20,0,Diptera
SRR11679275,8138,250,105,0,Diptera
SRR11679276,7487,116,188,0,Diptera
SRR11679277,8241,224,158,0,Diptera
SRR11679278,2872,135,35,0,Diptera
SRR11679280,6184,179,0,0,Diptera
SRR11679281,2351,71,20,0,Diptera
SRR11679282,8158,242,131,0,Diptera
SRR11679283,23539,316,506,0,Diptera
SRR11679284,21275,207,74,0,Diptera
SRR11679285,17502,243,107,10,Diptera
SRR11679286,7904,238,146,0,Diptera
SRR11679287,5168,135,327,0,Diptera
SRR11679288,2396,65,261,0,Diptera
SRR11679289,3288,88,99,0,Diptera
SRR11679291,14634,274,313,0,Diptera
SRR11679292,9113,129,276,0,Diptera
SRR11679293,23824,310,597,0,Diptera
SRR11679295,6348,324,125,0,Diptera
SRR11679296,5408,104,587,0,Diptera
SRR11679297,14240,224,240,0,Diptera
SRR11679298,11319,179,61,0,Diptera
SRR11679299,19194,247,1118,34,Diptera
SRR11679300,4339,17,287,0,Diptera
SRR11679302,8553,198,644,0,Diptera
SRR11679303,6035,138,110,0,Diptera
SRR11679304,5413,145,196,0,Diptera
SRR11679305,9923,227,150,0,Diptera
SRR11679306,2344,90,41,0,Diptera
SRR11679307,4212,155,50,0,Diptera
SRR11679308,11449,219,927,0,Diptera
SRR11679309,12802,157,454,0,Diptera
SRR11679310,20781,263,399,0,Diptera
SRR11679313,3163,0,0,0,Diptera
SRR7705130,0,16032,0,0,Hymenoptera
SRR7705131,0,5311,0,0,Hymenoptera
SRR7705132,0,10036,0,0,Hymenoptera
SRR7705133,0,11735,0,0,Hymenoptera
SRR7705134,0,9093,0,0,Hymenoptera
SRR7705135,0,9045,0,0,Hymenoptera
SRR7705136,0,26542,0,0,Hymenoptera
SRR7705137,0,11015,0,0,Hymenoptera
SRR7705138,0,13508,0,0,Hymenoptera
SRR7705139,0,8468,0,0,Hymenoptera
SRR7705140,0,14036,0,0,Hymenoptera
SRR7705141,0,6950,0,0,Hymenoptera
SRR7705142,0,10110,0,0,Hymenoptera
SRR7705143,0,9861,0,0,Hymenoptera
SRR7705144,0,20620,0,0,Hymenoptera
SRR7705145,0,9330,0,0,Hymenoptera
SRR7705146,0,21554,0,0,Hymenoptera
SRR7705147,0,22462,0,0,Hymenoptera
SRR7705148,0,19933,0,0,Hymenoptera
SRR7705149,0,16311,0,0,Hymenoptera
SRR7705150,0,18199,0,0,Hymenoptera
SRR7705151,0,14549,0,0,Hymenoptera
SRR7705152,0,23840,0,0,Hymenoptera
SRR7705153,0,18944,0,0,Hymenoptera
SRR7705154,0,7904,0,0,Hymenoptera
SRR7705155,0,8994,0,0,Hymenoptera
SRR7705156,0,3512,0,0,Hymenoptera
SRR7705157,0,8268,0,0,Hymenoptera
SRR7705158,0,10637,0,0,Hymenoptera
SRR7705159,0,13037,0,0,Hymenoptera
SRR7705160,0,23118,0,0,Hymenoptera
SRR7705161,0,28040,0,0,Hymenoptera
SRR7705162,0,37951,0,0,Hymenoptera
SRR7705163,0,22602,0,0,Hymenoptera
SRR7705164,0,16332,0,0,Hymenoptera
SRR7705165,0,8419,0,0,Hymenoptera
SRR7705166,0,15163,0,0,Hymenoptera
SRR7705167,0,11642,0,0,Hymenoptera
SRR7705168,0,15308,0,0,Hymenoptera
SRR7705169,0,21183,0,0,Hymenoptera
SRR7705170,0,12146,0,0,Hymenoptera
SRR7705171,0,13585,0,0,Hymenoptera
SRR7705172,0,6143,0,0,Hymenoptera
SRR7705173,0,7704,0,0,Hymenoptera
SRR7705174,0,25237,0,0,Hymenoptera
SRR7705175,0,15822,0,0,Hymenoptera
SRR7705176,0,14688,0,0,Hymenoptera
SRR7705177,0,13486,0,0,Hymenoptera
SRR7705178,6,24077,0,0,Hymenoptera
SRR7705179,0,12452,0,0,Hymenoptera
SRR7705180,0,19633,0,0,Hymenoptera
SRR7705181,0,24714,0,0,Hymenoptera
SRR7705182,0,20255,0,0,Hymenoptera
SRR7705183,0,17662,0,0,Hymenoptera
SRR7705184,0,14757,0,0,Hymenoptera
SRR7705185,0,17499,0,0,Hymenoptera
SRR7705186,0,15617,0,0,Hymenoptera
SRR7705187,0,12135,0,0,Hymenoptera
SRR7705188,0,19377,0,0,Hymenoptera
SRR7705189,0,22033,0,0,Hymenoptera
SRR7705190,0,8880,0,0,Hymenoptera
SRR7705191,0,8683,0,0,Hymenoptera
SRR7705192,0,14935,0,0,Hymenoptera
SRR7705193,0,22733,0,0,Hymenoptera
SRR7705194,0,4772,0,0,Hymenoptera
SRR7705195,0,14837,0,0,Hymenoptera
SRR7705196,0,14208,0,0,Hymenoptera
SRR14025010,47213,0,0,0,Lepidoptera
SRR14025011,50880,51,0,0,Lepidoptera
SRR14025012,5683,0,0,0,Lepidoptera
SRR14025013,50162,0,0,0,Lepidoptera
SRR14025014,53029,69,0,0,Lepidoptera
SRR14025015,48852,73,0,0,Lepidoptera
SRR14025016,53763,0,0,0,Lepidoptera
SRR14025017,30306,0,0,0,Lepidoptera
SRR14025018,27961,0,0,0,Lepidoptera
SRR14025019,60352,0,0,0,Lepidoptera
ERR3293918,6516,14,0,0,Odonata
ERR3293919,102259,0,0,0,Odonata
ERR3293920,12320,0,0,0,Odonata
ERR3293921,34456,62,0,0,Odonata
ERR3293922,18302,0,0,0,Odonata
ERR3293923,19446,0,0,0,Odonata
ERR3293924,71959,0,0,0,Odonata
ERR3293925,69165,86,0,0,Odonata
ERR3293926,57232,1229,54,0,Odonata
ERR3293927,29682,4251,0,0,Odonata
SRR13945104,275,3552,0,0,Hemiptera
SRR13945105,727,3071,0,0,Hemiptera
SRR13945106,2272,4533,0,0,Hemiptera
SRR13945107,315,7546,0,0,Hemiptera
SRR13945108,1639,12680,0,0,Hemiptera
SRR13945109,5166,43078,0,0,Hemiptera
SRR13945111,17200,15252,70,0,Hemiptera
SRR13945114,765,1809,55,0,Hemiptera
SRR13945115,1528,1053,34,0,Hemiptera
SRR13945116,1238,4281,1035,0,Hemiptera
SRR13945119,248,4080,0,0,Hemiptera
SRR13945121,2791,7209,0,0,Hemiptera
SRR13945124,3164,1120,42,0,Hemiptera
SRR13945125,506,9569,0,0,Hemiptera
SRR13945127,646,11546,0,0,Hemiptera
SRR13945128,1561,6238,149,0,Hemiptera
SRR13945129,4177,1781,58,0,Hemiptera
SRR13945133,2497,658,125,0,Hemiptera
SRR13945134,6923,6309,63,0,Hemiptera
SRR13945137,669,3785,20,0,Hemiptera
SRR13945138,1578,5357,0,0,Hemiptera
SRR13945139,23919,28511,166,0,Hemiptera
SRR13945141,4168,32681,591,0,Hemiptera
SRR12203991,13296,296,0,0,Hymenoptera
SRR12203992,14104,0,0,0,Hymenoptera
SRR12203993,13287,88,0,0,Hymenoptera
SRR12203994,18840,86,0,0,Hymenoptera
SRR12203995,15783,0,0,0,Hymenoptera
SRR12203996,16416,48,0,0,Hymenoptera
SRR12203997,15806,0,0,0,Hymenoptera
SRR12203998,10160,0,0,0,Hymenoptera
SRR12203999,8733,0,0,0,Hymenoptera
SRR12204000,11239,83,0,0,Hymenoptera
SRR12204001,10604,0,0,0,Hymenoptera
SRR12204002,11712,39,0,0,Hymenoptera
SRR12204003,15737,83,21,0,Hymenoptera
SRR12204004,13238,30,0,0,Hymenoptera
SRR12204005,11263,32,0,0,Hymenoptera
SRR12204006,13889,105,0,0,Hymenoptera
SRR12204007,9965,0,0,0,Hymenoptera
SRR12204008,11706,0,0,0,Hymenoptera
SRR12204009,19872,130,0,0,Hymenoptera
SRR12204010,13855,0,0,0,Hymenoptera
SRR12204011,19142,155,0,0,Hymenoptera
SRR12204012,25545,130,0,0,Hymenoptera
SRR12204013,17454,0,0,0,Hymenoptera
SRR12204014,18951,0,0,3,Hymenoptera
SRR12204015,17343,74,0,0,Hymenoptera
SRR12204016,24059,0,0,15,Hymenoptera
SRR12204017,14275,0,0,0,Hymenoptera
SRR12204018,14962,39,0,0,Hymenoptera
SRR12204019,7729,0,0,0,Hymenoptera
SRR12204020,17355,41,0,0,Hymenoptera
SRR12204021,12562,391,0,0,Hymenoptera
SRR12204022,9578,366,0,0,Hymenoptera
SRR12204023,12951,397,0,0,Hymenoptera
SRR12204024,8108,422,0,0,Hymenoptera
SRR12204025,18990,110,0,0,Hymenoptera
SRR12204026,11803,0,0,0,Hymenoptera
SRR12204027,9574,37,0,0,Hymenoptera
SRR12204028,15448,246,0,0,Hymenoptera
SRR12204029,16286,0,0,0,Hymenoptera
SRR12204030,15692,39,0,0,Hymenoptera
SRR12204031,21626,109,0,0,Hymenoptera
SRR12204032,14174,526,39,0,Hymenoptera
SRR12204033,11795,420,0,0,Hymenoptera
SRR12204034,9991,547,0,0,Hymenoptera
SRR12204035,20275,642,0,0,Hymenoptera
SRR12204036,9440,243,0,0,Hymenoptera
SRR12204037,20284,60,0,0,Hymenoptera
SRR12204038,13901,735,0,0,Hymenoptera
SRR12204039,21574,1088,0,0,Hymenoptera
SRR12204040,14883,435,0,0,Hymenoptera
SRR12204041,9729,376,0,0,Hymenoptera
SRR12204042,33325,262,0,0,Hymenoptera
SRR12204043,16067,27,0,0,Hymenoptera
SRR12204044,6937,0,0,0,Hymenoptera
SRR12204045,8759,38,0,0,Hymenoptera
SRR12204046,18656,120,40,0,Hymenoptera
SRR12204047,10559,0,0,0,Hymenoptera
SRR12204048,15697,0,0,0,Hymenoptera
SRR12204049,8638,0,0,0,Hymenoptera
SRR12204050,14611,52,0,0,Hymenoptera
SRR12204051,19727,0,0,0,Hymenoptera
SRR12204052,14675,61,0,0,Hymenoptera
SRR12204053,21053,1020,0,0,Hymenoptera
SRR12204054,13041,38,0,0,Hymenoptera
SRR12204055,8451,0,0,0,Hymenoptera
SRR12204056,6049,0,0,0,Hymenoptera
SRR12204057,8234,25,37,0,Hymenoptera
SRR12204058,8608,0,0,0,Hymenoptera
SRR12204059,7247,0,0,0,Hymenoptera
SRR12204060,8349,30,0,0,Hymenoptera
SRR12204061,11213,10,0,0,Hymenoptera
SRR12204062,11129,420,87,0,Hymenoptera
SRR12204063,6329,0,0,0,Hymenoptera
SRR12204064,6746,283,0,0,Hymenoptera
SRR12204065,9847,263,146,0,Hymenoptera
SRR12204066,10187,747,225,0,Hymenoptera
SRR12204067,11224,100,93,0,Hymenoptera
SRR12204068,25400,132,0,0,Hymenoptera
SRR12204069,28575,213,0,0,Hymenoptera
SRR12204070,16608,48,0,0,Hymenoptera
SRR12204071,21829,0,0,0,Hymenoptera
SRR12204072,28440,157,4,0,Hymenoptera
SRR12204073,14558,0,0,0,Hymenoptera
SRR12204074,9873,0,0,0,Hymenoptera
SRR12204075,13298,0,0,0,Hymenoptera
SRR12204076,17137,0,0,0,Hymenoptera
SRR12204077,9053,0,0,0,Hymenoptera
SRR12204078,10997,42,0,0,Hymenoptera
SRR12204079,13505,140,0,0,Hymenoptera
SRR12204080,12925,29,0,0,Hymenoptera
SRR12204081,10129,50,0,0,Hymenoptera
SRR12204082,14283,126,0,0,Hymenoptera
SRR12204083,16505,0,0,0,Hymenoptera
SRR12204084,15039,157,0,0,Hymenoptera
SRR12204085,8304,51,0,0,Hymenoptera
SRR12204086,18657,175,0,0,Hymenoptera
SRR12204087,13272,0,0,0,Hymenoptera
SRR12204088,10045,160,105,0,Hymenoptera
SRR12204089,15082,0,0,0,Hymenoptera
SRR12204090,16773,40,0,0,Hymenoptera
SRR12204091,14856,483,0,0,Hymenoptera
SRR12204092,11399,0,31,0,Hymenoptera
SRR12204093,9196,367,0,0,Hymenoptera
SRR12204094,12471,783,422,0,Hymenoptera
SRR12204095,11762,138,77,0,Hymenoptera
SRR12204096,9470,307,0,0,Hymenoptera
SRR12204097,13469,305,0,0,Hymenoptera
SRR12204098,6134,128,45,0,Hymenoptera
SRR12204099,21247,110,45,0,Hymenoptera
SRR12204100,14056,0,0,0,Hymenoptera
SRR12204101,12744,0,0,0,Hymenoptera
SRR12204102,16822,70,0,0,Hymenoptera
SRR12204103,7516,29,0,0,Hymenoptera
SRR12204104,15489,0,0,0,Hymenoptera
SRR12204105,6355,0,0,0,Hymenoptera
SRR12204106,11765,0,0,0,Hymenoptera
SRR12204107,12808,0,0,0,Hymenoptera
SRR12204108,9709,167,0,0,Hymenoptera
SRR12204109,23301,205,0,0,Hymenoptera
SRR12204110,22435,0,0,0,Hymenoptera
SRR12204111,21046,98,0,0,Hymenoptera
SRR12204112,27792,235,0,0,Hymenoptera
SRR12204113,10794,19,0,0,Hymenoptera
SRR12204114,13061,0,0,0,Hymenoptera
SRR12204115,10401,531,0,0,Hymenoptera
SRR12204116,9648,560,0,0,Hymenoptera
SRR12204117,17132,552,103,0,Hymenoptera
SRR12204118,8685,179,0,0,Hymenoptera
SRR12204119,7895,356,0,0,Hymenoptera
SRR12204120,14392,344,43,0,Hymenoptera
SRR12204121,12123,56,0,0,Hymenoptera
SRR12204122,9901,348,0,0,Hymenoptera
SRR12204123,19337,36,0,0,Hymenoptera
SRR12204124,10034,0,0,0,Hymenoptera
SRR12204125,18941,108,0,0,Hymenoptera
SRR12204126,20748,0,0,0,Hymenoptera
SRR12204127,8999,0,0,0,Hymenoptera
SRR12204128,20374,96,52,0,Hymenoptera
SRR12204129,16150,55,0,0,Hymenoptera
SRR12204130,22281,0,0,0,Hymenoptera
SRR12204131,20777,0,0,0,Hymenoptera
SRR12204132,24890,155,0,0,Hymenoptera
SRR12204133,19959,0,0,0,Hymenoptera
SRR12204134,10405,49,0,0,Hymenoptera
SRR12204135,8049,232,0,27,Hymenoptera
SRR12204136,12731,351,0,0,Hymenoptera
SRR12204137,11747,166,0,73,Hymenoptera
SRR12204138,12613,511,0,73,Hymenoptera
SRR12204139,14383,655,0,0,Hymenoptera
SRR12204140,11412,43,0,0,Hymenoptera
SRR12204141,11035,279,0,0,Hymenoptera
SRR12204142,6758,191,0,0,Hymenoptera
SRR12204143,21311,102,0,0,Hymenoptera
SRR12204144,15251,0,0,0,Hymenoptera
SRR12204145,14390,81,0,0,Hymenoptera
SRR12204146,7942,0,0,0,Hymenoptera
SRR12204147,16018,126,0,0,Hymenoptera
SRR12204148,11453,0,0,0,Hymenoptera
SRR12204149,13323,95,0,0,Hymenoptera
SRR12204150,17932,52,0,0,Hymenoptera
SRR12204151,9721,0,0,0,Hymenoptera
SRR12204152,12695,0,0,0,Hymenoptera
SRR12204153,8871,0,0,0,Hymenoptera
SRR12204154,12197,144,0,0,Hymenoptera
SRR12204155,8660,0,0,0,Hymenoptera
SRR12204156,11591,46,0,0,Hymenoptera
SRR12204157,12355,416,0,0,Hymenoptera
SRR12204158,7216,484,128,0,Hymenoptera
SRR12204159,14439,456,172,0,Hymenoptera
SRR12204160,10625,208,101,0,Hymenoptera
SRR12204161,6709,0,0,0,Hymenoptera
SRR12204162,12545,87,0,0,Hymenoptera
SRR12204163,10888,35,0,0,Hymenoptera
SRR12204164,11049,119,0,0,Hymenoptera
SRR12204165,29946,220,5,0,Hymenoptera
SRR12204166,14321,37,0,0,Hymenoptera
SRR12204167,13780,64,0,0,Hymenoptera
SRR12204168,15995,70,0,0,Hymenoptera
SRR12204169,11897,86,0,0,Hymenoptera
SRR12204170,19393,102,0,0,Hymenoptera
SRR12204171,13960,74,0,0,Hymenoptera
SRR12204172,15726,72,0,0,Hymenoptera
SRR12204173,20393,201,0,0,Hymenoptera
SRR12204174,14188,0,0,0,Hymenoptera
SRR12204175,17205,39,0,0,Hymenoptera
SRR12204176,21562,81,0,0,Hymenoptera
SRR12204177,13185,453,0,0,Hymenoptera
SRR12204178,9873,321,0,0,Hymenoptera
SRR12204179,9972,0,0,0,Hymenoptera
SRR12204180,7903,161,0,0,Hymenoptera
SRR12204181,10066,296,106,0,Hymenoptera
SRR12204182,14857,563,0,0,Hymenoptera
SRR12204183,14523,200,0,0,Hymenoptera
SRR12204184,7787,173,0,0,Hymenoptera
SRR12204185,23191,72,0,0,Hymenoptera
SRR12204186,18070,0,0,0,Hymenoptera
SRR12204187,13398,52,0,0,Hymenoptera
SRR12204188,18717,21,0,0,Hymenoptera
SRR12204189,16041,731,0,0,Hymenoptera
SRR12204190,13558,125,0,0,Hymenoptera
SRR12204191,12714,638,0,0,Hymenoptera
SRR12204192,15542,243,0,0,Hymenoptera
SRR12204193,7088,104,0,0,Hymenoptera
SRR12204194,22084,73,0,0,Hymenoptera
SRR12204195,16866,0,0,0,Hymenoptera
SRR12204196,14869,0,0,0,Hymenoptera
SRR12204197,7587,317,0,0,Hymenoptera
SRR12204198,12638,132,0,0,Hymenoptera
SRR12204199,15027,0,0,0,Hymenoptera
SRR12204200,6734,0,0,0,Hymenoptera
SRR3926739,8471,0,0,0,Coleoptera
SRR3926743,14846,0,0,0,Coleoptera
SRR3926744,2373,0,0,0,Coleoptera
SRR3926751,2139,0,0,0,Coleoptera
SRR3926754,5854,0,0,0,Coleoptera
SRR18136127,5032,55,0,0,Hemiptera
SRR18136128,3893,57,5,0,Hemiptera
SRR18136129,2527,0,0,0,Hemiptera
SRR18136130,3386,0,0,0,Hemiptera
SRR18136133,2694,0,0,0,Hemiptera
SRR18136134,6643,163,0,10,Hemiptera
SRR18136135,3895,0,161,0,Hemiptera
SRR18136137,4820,0,0,0,Hemiptera
SRR18136138,3963,0,0,0,Hemiptera
SRR18136139,5727,43,0,58,Hemiptera
SRR18136140,10418,0,0,0,Hemiptera
SRR18136141,9339,0,0,0,Hemiptera
SRR18136142,9576,16,177,0,Hemiptera
SRR18136143,3346,0,0,0,Hemiptera
SRR18136144,4051,0,0,0,Hemiptera
SRR18136145,2281,0,0,0,Hemiptera
SRR18136146,2441,0,25,0,Hemiptera
SRR18136148,3127,0,0,0,Hemiptera
SRR18136149,2544,0,0,0,Hemiptera
SRR18136152,2205,0,0,0,Hemiptera
SRR18136153,2927,0,0,0,Hemiptera
SRR18136154,7018,0,0,0,Hemiptera
SRR18136157,2845,0,0,0,Hemiptera
SRR18136158,2493,0,0,0,Hemiptera
SRR18136159,3717,0,0,0,Hemiptera
SRR18136163,2755,0,0,0,Hemiptera
SRR18136164,2804,0,0,0,Hemiptera
SRR18136165,10167,24,0,0,Hemiptera
SRR18136167,3746,0,0,0,Hemiptera
SRR18136168,2821,0,13,295,Hemiptera
SRR18136172,2704,0,0,0,Hemiptera
SRR18136178,2466,51,0,0,Hemiptera
SRR18136179,2108,0,0,0,Hemiptera
SRR18136182,2646,0,43,0,Hemiptera
SRR18136186,2438,0,0,0,Hemiptera
SRR18136190,2453,0,0,0,Hemiptera
DRR182916,2565,16,0,0,Blattodea
DRR182917,14025,0,0,0,Blattodea
DRR182918,2992,0,80,0,Blattodea
DRR182920,6144,0,0,0,Blattodea
DRR182921,2140,42,300,0,Blattodea
DRR182922,4724,57,0,0,Blattodea
DRR182923,3632,1412,20,0,Blattodea
DRR182924,4614,315,0,0,Blattodea
DRR182926,7476,0,0,0,Blattodea
DRR182927,2260,168,0,0,Blattodea
DRR182928,4400,148,0,0,Blattodea
DRR182929,4454,16,0,0,Blattodea
DRR182931,5960,0,35,0,Blattodea
DRR182932,5685,0,38,0,Blattodea
DRR182933,4228,137,206,0,Blattodea
DRR182934,3357,862,264,0,Blattodea
DRR182935,3608,240,23,0,Blattodea
DRR182936,3339,133,0,0,Blattodea
DRR182938,7707,0,0,0,Blattodea
DRR182939,5179,40,0,0,Blattodea
DRR182940,5869,14,0,0,Blattodea
DRR182942,6518,161,0,0,Blattodea
DRR182943,4278,187,0,0,Blattodea
DRR182944,3044,0,0,0,Blattodea
DRR182945,6900,18,0,0,Blattodea
DRR182946,6624,18,0,0,Blattodea
DRR182947,4021,31,0,0,Blattodea
DRR182949,2748,12,0,0,Blattodea
DRR182951,5488,505,0,0,Blattodea
DRR182952,4494,203,0,0,Blattodea
DRR182954,5840,84,0,0,Blattodea
DRR182955,2162,41,0,0,Blattodea
DRR182956,5417,0,0,0,Blattodea
DRR182957,4185,0,0,0,Blattodea
DRR182958,5397,0,0,0,Blattodea
DRR182959,5781,0,99,0,Blattodea
DRR182960,4716,43,0,0,Blattodea
DRR182961,3644,22,0,0,Blattodea
DRR182962,7596,167,0,0,Blattodea
DRR182963,2528,8,0,0,Blattodea
DRR182964,2470,0,0,0,Blattodea
DRR182965,2987,0,0,0,Blattodea
DRR182966,8139,0,0,0,Blattodea
DRR182967,2382,37,0,0,Blattodea
DRR182968,6292,68,0,0,Blattodea
DRR182969,5435,70,0,0,Blattodea
DRR182970,7022,31,0,0,Blattodea
DRR182971,10990,0,0,0,Blattodea
DRR182972,3124,47,0,0,Blattodea
DRR182974,2604,548,0,0,Blattodea
DRR182975,6425,305,0,0,Blattodea
DRR182976,2619,32,72,0,Blattodea
DRR182977,3069,121,123,0,Blattodea
DRR182978,6460,43,49,0,Blattodea
DRR182979,7846,54,0,0,Blattodea
DRR182980,10147,0,98,0,Blattodea
DRR182981,9079,30,9,0,Blattodea
DRR182982,6176,0,113,0,Blattodea
DRR182983,3914,69,0,0,Blattodea
DRR182984,3275,0,54,0,Blattodea
DRR182985,3462,22,0,0,Blattodea
DRR182986,4747,12,18,0,Blattodea
DRR182987,4073,0,54,0,Blattodea
DRR182988,2279,322,0,0,Blattodea
DRR182989,5970,72,0,0,Blattodea
DRR182990,6093,0,0,0,Blattodea
DRR182991,135265,108,0,0,Blattodea
DRR182992,6072,50,0,0,Blattodea
DRR182993,4576,101,0,0,Blattodea
DRR182994,5349,97,0,0,Blattodea
DRR182995,4497,169,0,0,Blattodea
DRR182996,6594,38,0,0,Blattodea
DRR182997,6058,62,43,0,Blattodea
SRR8268636,3801,0,0,0,Lepidoptera
SRR8268637,7549,0,0,0,Lepidoptera
SRR8268638,20275,0,0,0,Lepidoptera
SRR8268639,13637,0,0,2977,Lepidoptera
SRR8268640,34739,318,0,0,Lepidoptera
SRR8268641,21343,0,0,0,Lepidoptera
SRR8268642,27344,0,0,0,Lepidoptera
SRR8268643,25143,0,0,0,Lepidoptera
SRR8268645,17200,0,0,0,Lepidoptera
SRR8268646,37494,0,0,0,Lepidoptera
SRR8268647,34222,0,0,0,Lepidoptera
SRR8268648,27931,409,0,0,Lepidoptera
SRR8268649,17976,100,0,0,Lepidoptera
SRR8268650,67058,431,0,0,Lepidoptera
SRR8268651,63145,0,0,0,Lepidoptera
SRR8268652,3249,0,0,0,Lepidoptera
SRR8268653,109677,1195,43,0,Lepidoptera
SRR8268654,35661,0,0,0,Lepidoptera
SRR8268655,23068,0,0,0,Lepidoptera
SRR8268656,26365,131,0,0,Lepidoptera
SRR8268657,24581,223,0,0,Lepidoptera
SRR8268658,18040,0,0,0,Lepidoptera
SRR8268659,28205,49,0,0,Lepidoptera
SRR8268660,60795,1180,0,0,Lepidoptera
SRR8268661,11300,665,0,0,Lepidoptera
SRR8268662,19873,66,0,0,Lepidoptera
SRR8268663,23614,0,0,0,Lepidoptera
SRR8268664,22071,220,0,0,Lepidoptera
SRR8268665,51498,0,0,0,Lepidoptera
SRR8268666,20009,1865,0,0,Lepidoptera
SRR8268667,54320,1515,0,0,Lepidoptera
