,Blattodea,Coleoptera,Diptera,Hemiptera,Hymenoptera,Lepidoptera,Odonata,Orthoptera
Bacteria,0.916286436465682,0.951955392122735,0.9957003011738249,0.9998752161434658,0.9995036337977888,0.9674008234920133,0.9997199882486871,1.0
Archaea,0.08371356353431804,0.04804460787726505,0.004299698826175078,0.00012478385653421752,0.0004963662022111446,0.032599176507986764,0.000280011751312842,0.0
Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
