RUN	shannon_entropy
SRR6473934	1.2416279970493536
SRR6473935	0.8120696443397667
SRR6473936	0.9709505944546688
SRR6473937	0.6477605577681078
SRR6473938	0.5948077861566449
SRR6473939	0.8027043812982914
SRR6473940	0.9569757265783684
SRR6473941	0.9219189385491552
SRR6473942	0.7983504203079477
SRR6473943	0.9775387286988187
SRR6473944	0.2969233239117304
SRR6473945	0.8312397541751453
SRR6473946	1.8551722812664089
SRR6473947	0.020814071335501
SRR6473948	0.7514525980052381
SRR6473949	0.8024438769542377
SRR6473950	1.3380524857858294
SRR6473951	1.2930861210525355
SRR6473952	0.675081089097238
SRR6473953	0.7097645542842426
SRR15946424	2.8016544530429357
SRR15946427	4.021157155030466
SRR15946432	2.5544482649691145
SRR15946433	0.6164699163755031
SRR15946440	2.1297340863149503
SRR15946441	2.1445181863401848
SRR15946442	0.4290931453665939
SRR15946443	3.15442045774775
SRR15946444	0.9630448351570634
SRR15946448	0.6984778898687439
SRR15946449	0.7651892017476765
SRR15946451	1.7089760821675506
SRR15946454	2.760425612641193
SRR15946455	1.1222688419386484
SRR15946456	0.7993275020028343
SRR15946457	1.2351525779497
SRR15946458	3.4408020861692905
SRR15946459	1.5104582434526832
SRR15946460	1.1577502275972698
SRR15946462	0.2690942865074512
SRR15946464	2.690987936716936
SRR15946467	2.984259803046397
SRR15946468	0.68531557912429
SRR15946469	0.6600150244756549
SRR15946470	0.0314141191098673
SRR15946471	1.158299160967016
SRR15946472	1.8714410760809497
SRR15946473	2.3882271933102035
SRR15946475	2.4751556965227444
SRR15946476	0.8202555491312024
SRR15946477	1.51560350811902
SRR15946478	1.6512271283588256
SRR15946481	1.200836092475323
SRR15946482	0.6061665633231184
SRR15946483	3.120980447191364
SRR15946484	2.8358230496403047
SRR15946485	0.345385859821728
SRR15946486	2.8021908019712587
SRR15946489	0.5777342698036827
SRR15946491	0.1816951997631273
SRR15946492	2.922889895087141
SRR15946493	2.229709315550237
SRR15946494	2.03325738804767
SRR15946495	0.0587942928847545
SRR15946496	3.0571724357981327
SRR15946497	0.2889683964471123
SRR15946498	0.1819828820340693
SRR15946500	2.71979406054158
SRR15946501	0.033595088577764
SRR15946502	0.1210049659372146
SRR15946503	1.4206493022559894
SRR15946504	0.6065652914494606
SRR15946505	-0.0
SRR15946506	1.148914626727329
SRR15946507	0.9838682726718192
SRR15946508	0.1711886903690779
SRR15946509	0.162585731382035
SRR15946510	0.0062040592958316
SRR15946511	0.9513164675084606
SRR15946512	1.222756393990442
SRR15946513	0.6193846243472002
SRR15946514	0.3734958809765924
SRR15946515	1.5396543601979191
SRR15946517	3.748006471713956
SRR15946518	0.1525273285087819
SRR7269265	2.7306783675779607
SRR7269272	1.883887488903252
SRR3202913	1.7768262393008822
SRR3202914	1.6095473884974714
SRR3202915	1.5910107049340432
SRR3202916	1.6079419161092694
SRR3202917	1.7040470861195038
SRR3202918	1.341940889055632
SRR3202919	1.6119712720949049
SRR3202920	1.637720013338122
SRR3202921	1.5040473685756608
SRR3202922	1.3735841882734487
SRR3202923	1.4877376190507778
SRR3202924	2.019238870452081
SRR3202925	1.4390131339500518
SRR3202926	1.6989200913711455
SRR3202927	1.6210774798777323
SRR3202928	1.6717445159905406
SRR3202929	1.9549650644696543
SRR3202930	1.2526025734341797
SRR3202931	1.4190141916527463
SRR3202932	1.668507576642158
SRR3202933	1.581966736544198
SRR3202934	1.6976328788709898
SRR3202935	2.1627377212459966
SRR3202936	1.655213367780436
SRR3202937	1.708946513850229
SRR3202938	2.081000837667877
SRR3202939	1.6371477844918632
SRR3202940	1.7581369455055167
SRR3202941	1.2248545855434787
SRR3202942	2.055286488498547
SRR3202943	1.9620565410882955
SRR3202944	1.0508681050960886
SRR3202945	1.9886427124205488
SRR3202946	1.6598302979708015
SRR3202947	1.2816918016190035
SRR3202948	1.3579595928548407
SRR3202949	1.160606340211239
SRR3202950	1.9692543477142497
SRR3202951	1.536105297574769
SRR3202952	1.0986183588421938
SRR3202953	0.9743280468306038
SRR3202954	1.3079963491830362
SRR3202955	1.5269899532229163
SRR3202956	1.381336370128157
SRR3202957	1.1605308273202175
SRR3202958	1.3226233813371646
SRR3202960	1.0882152783520007
SRR3202961	1.4113985242959828
SRR3202962	1.2531466399724387
SRR3202963	1.4156722003219515
SRR3202964	1.3143874222749952
SRR3202965	1.1400541475871762
SRR3202966	1.289343516719735
SRR3202967	1.0947279278239723
SRR3202968	1.1417808908689449
SRR3202969	1.237614918147585
SRR3202970	1.1185555739783488
SRR3202971	1.0960403309779576
SRR3202972	1.476848499077277
SRR3202973	1.186173210821797
SRR3202974	1.073164004573881
SRR3202975	1.287447414526868
SRR3202976	1.2687153619381544
SRR3202977	1.1564615048809312
SRR3202978	1.4839741449220205
SRR3202979	1.7023614932871316
SRR3202980	1.6514614356529655
SRR3202981	1.6273427737185575
SRR3202982	1.7381222339075624
SRR3202983	1.5324174606779588
SRR3202984	1.6221604384700274
SRR3202985	1.4084459620930798
SRR3202986	1.6165645883047828
SRR3202987	1.080499924990984
SRR3202988	2.003859058208756
SRR3202989	1.405281455766168
SRR3202990	1.8411157056594183
SRR3202991	1.70175082395733
SRR3202992	1.460018296741823
SRR3202993	1.6245331895257695
SRR3202994	2.825266033582559
SRR3202995	2.034569284639269
SRR3202996	1.973666783787408
SRR3202997	2.802134182937641
SRR3202998	1.3914704670779134
SRR3202999	1.812402669555561
SRR3203000	0.5956179157208185
SRR3203001	1.769989932897008
SRR3203002	2.254611469763371
SRR3203003	3.627137083506141
SRR3203004	3.7517594930171416
SRR3203005	3.199850471386799
SRR3203006	0.599513058913611
SRR3203007	2.818571954979094
SRR3203008	3.291212122962848
SRR3203009	3.7357646033163294
SRR3203010	1.2180355145000328
SRR3203011	1.78912811768553
SRR3203012	2.412390001739734
SRR3203013	2.050878710911849
SRR3203014	3.5647257507639214
SRR3203015	3.586336221715429
SRR3203016	2.41851509486683
SRR3203017	3.8765066871804814
SRR3203018	1.5843783939495932
SRR23418441	3.465925685766942
SRR23418442	4.724172559691239
SRR23418443	3.0177992843143158
SRR23418445	2.8815403228133016
SRR23418446	6.292882058761109
SRR23418447	6.925813420017404
SRR23418448	6.327031823688646
SRR23418449	1.6266896775152748
SRR23418450	7.131999408934396
SRR23418451	6.6917318730956525
SRR23418452	6.7926612618033815
SRR23418453	6.934500150065866
SRR23418454	6.127946301662632
SRR23418455	7.01022320767868
SRR23418456	6.533944951331546
SRR23418457	4.562124320339175
SRR23418458	4.842424471219259
SRR23418459	3.736303553768109
SRR23418460	3.2977462081885185
SRR23418461	4.068478326918305
SRR23418462	4.514038591447618
SRR23418463	7.512799850980449
SRR23418464	7.09019657532324
SRR23418465	7.459262655726851
SRR23418466	7.47885142137644
SRR23418467	6.718945904866954
SRR23418468	4.474825965380743
SRR23418469	7.369867034235964
SRR23418471	2.594483245334767
SRR23418472	7.231635149521359
SRR23418473	7.044728616887372
SRR23418475	4.174965403917554
SRR23418476	5.252103370029954
SRR23418477	5.009283884273011
SRR23418478	4.987174110201417
SRR23418479	5.244120174136292
SRR23418480	4.072638179175826
SRR23418481	4.229085059949731
SRR23418482	3.689225903607999
SRR3926739	0.6656506349650452
SRR3926743	0.2568297060219055
SRR3926744	0.1739171169222174
SRR3926749	-0.0
SRR3926751	1.1893023865696133
SRR3926754	1.4925196051201823
ERR2567104	2.25559021849888
ERR2567105	1.953460307112711
ERR2567106	2.071127005748564
ERR2567107	0.3371894872746895
ERR2567108	1.8621737488595853
ERR2567109	1.741507464071562
ERR2567110	0.8911093754749458
ERR2567111	1.3880336857109294
ERR2567112	1.605204775774654
ERR2567113	0.6630341300845349
ERR2567114	1.4155129036929572
ERR2567115	2.6715431986301
ERR2567116	1.893560601380518
