SampleID,PC1,PC2
SRR6198029,-0.000555466,0.093435269
SRR6198030,-0.000300883,0.0575434
SRR6198031,-0.000405454,0.067087761
SRR6198032,-0.000594605,0.084627044
SRR6198048,0.005809922,0.570771491
SRR6198049,0.0060271,0.589109895
SRR6198050,0.009534129,0.562101125
SRR6198051,0.006434523,0.583725808
SRR6198052,0.005943961,0.584270124
SRR6198053,-0.000142107,0.58066341
SRR6198055,0.00602934,0.589228622
SRR6198056,0.005995732,0.583931392
SRR6198058,0.006022694,0.588843644
SRR6198059,0.005921472,0.586164245
SRR6198061,0.006015162,0.586652911
SRR6198062,0.005999223,0.584330732
SRR6198063,0.006871242,0.583254723
SRR6198065,0.005997753,0.584162254
SRR6198066,0.035633226,0.56498023
SRR6198067,0.006468199,0.5889033
SRR6198068,0.006004604,0.584961394
SRR6198070,0.005939568,0.585672289
SRR6198071,0.00599522,0.58387301
SRR6198072,0.005789071,0.564653842
SRR6198073,0.006469458,0.588944045
SRR6198074,0.005961927,0.581823168
SRR6198076,0.006013311,0.588201352
SRR6198077,0.005962737,0.583985817
SRR6198078,0.004190173,0.419159642
SRR6198079,0.00599522,0.58387301
SRR6198080,0.005775196,0.567639474
SRR6198081,0.006432496,0.583494266
SRR6198083,0.005956781,0.583672167
SRR6198084,0.005915004,0.587316336
SRR6198085,0.005922015,0.584454049
SRR6198087,0.006447977,0.585310974
SRR6198088,0.005835933,0.584583562
SRR6198089,0.007342849,0.582756141
SRR6198090,0.008226987,0.579895386
SRR6198091,0.007342849,0.582756141
SRR6198093,-0.003459832,0.149888995
SRR6198094,0.005690399,0.573195535
SRR6198095,0.018010955,0.579146509
SRR6198096,0.002625649,0.270029542
SRR6198097,0.007810046,0.582389919
SRR6198098,0.006026044,0.587597923
SRR6198099,0.001535655,0.165647864
SRR6198100,0.005994383,0.583779977
SRR6198101,0.007271077,0.579142403
SRR6198102,0.005983844,0.582901448
SRR6198103,0.006801552,0.583215131
SRR6198104,0.00599522,0.58387301
SRR6198105,0.006001679,0.587329294
SRR6198106,0.006017275,0.58648729
SRR6198107,0.006005455,0.585062272
SRR6198108,0.005968494,0.584652061
SRR6198110,0.005989138,0.58634056
SRR6198111,0.006035248,0.58915837
SRR6198112,0.005798123,0.588822472
SRR6198113,0.005380341,0.402972404
SRR6198114,0.005955879,0.58900833
SRR6198115,0.008784036,0.582185483
SRR6198116,0.006028565,0.589189309
SRR6198118,0.005452694,0.53801897
SRR6198119,0.00689878,0.584700422
SRR6198120,0.00600331,0.584808202
SRR6198121,0.006023155,0.587221346
SRR6198122,0.00599522,0.58387301
SRR6198125,0.006025804,0.5875654
SRR6198127,0.005988617,0.586298763
SRR6198128,0.00599522,0.58387301
SRR6198129,0.011303568,0.579961023
SRR6198130,0.00599522,0.58387301
SRR6198131,0.006024532,0.587397052
SRR6198132,0.009735364,0.585736291
SRR6198133,0.005981911,0.583251564
SRR6198135,0.00599522,0.58387301
SRR6198136,0.014887549,0.578338916
SRR6198137,0.008304557,0.584060578
SRR6198138,0.005445286,0.53733147
SRR6198139,0.005939929,0.584339965
SRR6198140,0.006015408,0.586262528
SRR6198141,0.004593856,0.457417103
SRR6198227,0.498917744,-0.273139037
SRR6198228,0.494304159,-0.270685536
SRR6198229,0.208699706,-0.086017226
SRR6198230,0.449415007,-0.239359384
SRR6198231,0.479014064,-0.25894485
SRR6198232,0.424416223,-0.224512996
SRR6198233,0.49239012,-0.26965267
SRR6198234,0.051212776,0.012966314
SRR6198235,0.497169808,-0.272147711
SRR6198236,0.496072684,-0.272228405
SRR6198237,0.169563596,-0.064714682
SRR6198238,0.491893545,-0.269430341
SRR6198239,0.20489364,-0.083898013
SRR6198240,0.441645858,-0.235908175
SRR6198241,0.347669924,-0.176600931
SRR6198242,0.491118895,-0.269010167
SRR6198243,0.491076953,-0.268989372
SRR6198244,0.491076953,-0.268989372
SRR6198245,0.495157331,-0.271265269
SRR6198246,0.49831367,-0.272025988
SRR6198247,0.49116544,-0.269038482
SRR6198248,0.481671793,-0.260723518
SRR6198249,0.481100612,-0.262125426
SRR6198250,0.492985958,-0.270054445
SRR6198251,0.491651754,-0.269296869
SRR6198252,0.493495006,-0.268524208
SRR6198253,0.497342032,-0.272489219
SRR6198254,0.491076953,-0.268989372
SRR6198255,0.491391939,-0.269146999
SRR6198256,0.491076953,-0.268989372
SRR6198257,0.493708741,-0.27045682
SRR6198258,0.500743954,-0.270766629
SRR6198259,0.478959369,-0.259707057
SRR6198260,0.491076953,-0.268989372
SRR6198261,0.476555282,-0.258642837
SRR6198262,0.494954521,-0.263772822
SRR6198263,0.491219939,-0.269061594
SRR6198264,0.491076953,-0.268989372
SRR6198265,0.491076953,-0.268989372
SRR6198266,0.491281701,-0.269074851
SRR6198267,0.481204039,-0.260386619
SRR6198268,0.490208034,-0.2697683
SRR6198269,0.494675744,-0.270670615
SRR6198270,0.492198536,-0.269524278
SRR6198271,0.491076953,-0.268989372
SRR6198272,0.49307512,-0.268815711
SRR6198273,0.500898325,-0.274175587
SRR6198274,0.491076953,-0.268989372
SRR6198275,0.492117621,-0.269496961
SRR6198276,0.106200857,-0.018498172
SRR6198277,0.494584309,-0.269710622
SRR6198278,0.497020137,-0.272204773
SRR6198279,0.481768928,-0.260076981
SRR6198280,0.500833297,-0.274020933
SRR6198281,0.496142438,-0.270838202
SRR6198282,0.073407671,-0.000764805
SRR6198283,0.500531152,-0.273703215
SRR6198284,0.492015803,-0.269442048
SRR6198285,0.495765852,-0.271605911
SRR6198286,0.493007172,-0.270031255
SRR6198287,0.497033711,-0.265869985
SRR6198288,0.49170435,-0.267913454
SRR6198289,0.491076953,-0.268989372
SRR6198290,0.038655543,0.02000864
SRR6198291,0.496443964,-0.271038539
SRR6198292,0.479673967,-0.260091012
SRR6198293,0.499248319,-0.272928162
SRR6198294,0.206421194,-0.088414619
SRR6198295,0.491076953,-0.268989372
SRR6198296,0.499512107,-0.271207837
SRR6198297,0.491076953,-0.268989372
SRR6198298,0.491076953,-0.268989372
SRR6198299,0.491315202,-0.265671404
SRR6198300,0.105825635,-0.018967844
SRR6198301,0.40646435,-0.211056088
SRR6198302,0.494444248,-0.270781827
SRR6198303,0.496438058,-0.270583333
SRR6198304,0.500479353,-0.273827852
SRR6198305,0.463702792,-0.249983176
SRR6198306,0.500717374,-0.274189676
SRR6198307,0.494515839,-0.27090833
SRR6198308,0.501262291,-0.274308743
SRR6198309,0.500949241,-0.27414044
SRR6198310,0.458109097,-0.245392852
SRR6198311,0.309089013,-0.149389702
SRR6198312,0.174976414,-0.06435535
SRR6198313,0.486787733,-0.264665633
SRR6198314,0.128226002,-0.034969983
SRR6198315,0.496008758,-0.271475966
SRR6198316,0.494964914,-0.271096217
SRR6198317,0.483257145,-0.262288244
SRR6198318,0.17415134,-0.063963567
SRR6198319,0.491076953,-0.268989372
SRR6198320,0.492220114,-0.269627716
SRR6198321,0.499799932,-0.273811039
SRR6198322,0.16152425,-0.055867328
SRR6198323,0.050825937,0.010161152
SRR6198324,0.080368752,-0.005283258
SRR6198325,0.500071655,-0.273957526
SRR6198326,0.368807183,-0.187183201
SRR6198327,0.105328899,-0.024414096
SRR6198328,0.491813369,-0.269048919
SRR6198329,0.475748452,-0.257481352
SRR6198330,0.497825226,-0.27275921
SRR6198331,0.499787997,-0.273776263
SRR6198332,0.48300546,-0.260996072
SRR6198333,0.122998704,-0.0324781
SRR6198334,0.256491874,-0.116154744
SRR6198335,0.153634651,-0.05556693
SRR6198336,0.467737354,-0.250990677
SRR6198337,0.492758892,-0.269928089
SRR6198338,0.49121449,-0.269046899
SRR6198339,0.500332899,-0.27292115
SRR6198340,0.500408039,-0.273772878
SRR6198409,-0.473439865,-0.255141366
SRR6198410,-0.359706574,-0.18267747
SRR6198411,-0.474520231,-0.256303802
SRR6198412,-0.473449187,-0.253977306
SRR6198413,-0.474499166,-0.257358896
SRR6198414,-0.263745122,-0.122606143
SRR6198415,-0.464295342,-0.248078567
SRR6198416,-0.440052193,-0.248902306
SRR6198417,-0.447534159,-0.237012296
SRR6198418,-0.483835271,-0.261002445
SRR6198419,-0.489612017,-0.264714174
SRR6198420,-0.446112124,-0.23628602
SRR6198421,-0.469818208,-0.252383133
SRR6198422,-0.488416528,-0.263222752
SRR6198423,-0.484717255,-0.261856256
SRR6198424,-0.493364583,-0.266789621
SRR6198425,-0.449086622,-0.239511969
SRR6198426,-0.44774297,-0.237545008
SRR6198427,-0.336473024,-0.16750587
SRR6198428,-0.480570191,-0.259100155
SRR6198429,-0.473439865,-0.255141366
SRR6198430,-0.482464476,-0.260526503
SRR6198431,-0.45815913,-0.263678455
SRR6198432,-0.478260951,-0.257913172
SRR6198433,-0.489349171,-0.264532162
SRR6198434,-0.28443782,-0.135186889
SRR6198435,-0.225754209,-0.09856142
SRR6198436,-0.445035608,-0.23544542
SRR6198437,-0.478248615,-0.257307392
SRR6198438,-0.301943375,-0.146516647
SRR6198439,-0.321226179,-0.158435223
SRR6198440,-0.352256832,-0.177304283
SRR6198441,-0.442652164,-0.233938194
SRR6198442,-0.479731296,-0.258125017
SRR6198443,-0.473439865,-0.255141366
SRR6198444,-0.470603137,-0.257370418
SRR6198445,-0.479621395,-0.261246449
SRR6198446,-0.473315976,-0.257475063
SRR6198447,-0.473439865,-0.255141366
SRR6198448,-0.47135683,-0.256052825
SRR6198449,-0.459670294,-0.245096416
SRR6198450,-0.467661359,-0.252431366
SRR6198451,-0.473492681,-0.254578042
SRR6198452,-0.399987223,-0.207267092
SRR6198453,-0.344174897,-0.172348429
SRR6198454,-0.495936815,-0.268111841
SRR6198455,-0.007451919,0.028429099
SRR6198456,-0.473439865,-0.255141366
SRR6198457,-0.492974039,-0.265999429
SRR6198458,-0.483691813,-0.261255377
SRR6198459,-0.033353616,0.019687771
SRR6198460,-0.473440478,-0.255049592
SRR6198461,-0.492675634,-0.266490758
SRR6198462,-0.245725627,-0.108661853
SRR6198463,-0.495736973,-0.26824058
SRR6198464,-0.482072853,-0.260297845
SRR6198465,-0.454189514,-0.241574081
SRR6198466,-0.382601255,-0.194711655
SRR6198467,-0.486961837,-0.262401071
SRR6198468,-0.47234331,-0.252954163
SRR6198469,-0.476135702,-0.256639572
SRR6198470,-0.492128551,-0.265323737
SRR6198471,-0.418820427,-0.222167248
SRR6198472,-0.488591323,-0.264094376
SRR6198473,-0.29372233,-0.14056258
SRR6198474,-0.411721047,-0.214599214
SRR6198475,-0.260205039,-0.11990744
SRR6198476,-0.492119849,-0.266207334
SRR6198477,-0.374932778,-0.19160512
SRR6198478,-0.47478113,-0.254691687
SRR6198479,-0.477646912,-0.257641041
SRR6198480,-0.484273586,-0.261595194
SRR6198481,-0.491777253,-0.265957365
SRR6198482,-0.469017128,-0.250845799
SRR6198483,-0.449674248,-0.238588379
SRR6198484,-0.494297212,-0.267359322
SRR6198485,-0.473439865,-0.255141366
SRR6198486,-0.473446092,-0.25494626
SRR6198487,-0.470831654,-0.25632166
SRR6198488,-0.493043777,-0.266724909
SRR6198489,-0.482201979,-0.266062765
SRR6198491,-0.492896074,-0.266381734
SRR6198492,-0.478699251,-0.258267017
SRR6198493,-0.497680636,-0.269061562
SRR6198494,-0.471488661,-0.252372038
SRR6198495,-0.341124757,-0.170056885
SRR6198496,-0.406314381,-0.211490792
SRR6198497,-0.487929521,-0.262890422
SRR6198498,-0.47361092,-0.255198145
SRR6198499,-0.377659576,-0.193266794
SRR6198500,-0.491892912,-0.268553334
SRR6198501,-0.488654588,-0.264183474
SRR6198502,-0.4778289,-0.257390346
SRR6198503,-0.46595834,-0.250760943
SRR6198504,-0.491806259,-0.265961497
SRR6198505,-0.485158575,-0.262114634
SRR6198506,-0.473439865,-0.255141366
SRR6198507,-0.473895368,-0.255344012
SRR6198508,-0.402327818,-0.208619737
SRR6198509,-0.473439865,-0.255141366
SRR6198510,-0.490465064,-0.265186362
SRR6198511,-0.463443565,-0.260533758
SRR6198512,-0.466887653,-0.249253845
SRR6198513,-0.473439865,-0.255141366
SRR6198514,-0.488186046,-0.263901445
SRR6198516,-0.479277848,-0.258583342
SRR6198517,-0.473439865,-0.255141366
SRR6198518,-0.493125811,-0.266550682
SRR6198519,-0.485132119,-0.262072674
SRR6198520,-0.481083982,-0.259035949
SRR6198521,-0.465010142,-0.259606798
SRR14133818,-0.077097912,-0.030540788
SRR14133819,-0.126561973,0.183591375
SRR14133820,0.235471885,-0.194471714
SRR14133822,0.016435803,0.495867618
SRR14133823,0.113938979,-0.093523012
SRR14133824,0.104392982,0.021826733
SRR14133825,0.376230537,-0.216931652
SRR14133826,-0.185268611,-0.16901388
SRR14133827,0.094939965,-0.098299358
SRR14133828,0.087397624,0.190918516
SRR14133829,-0.021841425,-0.086514501
SRR14133830,-0.142829969,-0.078937605
SRR14133831,-0.039231028,0.018581361
SRR14133832,0.20283919,0.309237749
SRR14133833,0.092098672,0.235925729
SRR14133834,0.17801312,0.022372799
SRR14133835,0.091151886,-0.199763917
SRR14133836,0.361858659,-0.101382983
SRR14133837,0.345133604,-0.195171657
SRR14133838,0.207081455,-0.133390939
SRR14133839,-0.070615623,0.332339403
SRR14133840,0.169737743,0.120745123
SRR14133841,0.237128617,-0.082085889
SRR14133842,-0.364455621,-0.061581625
SRR14133843,-0.336918294,0.031970264
SRR14133844,-0.115907798,-0.006671413
SRR14133845,-0.565201788,-0.154821489
SRR14133846,0.304233658,-0.187087524
SRR14133847,-0.585406306,-0.157088039
SRR14133848,-0.594748351,-0.163051442
SRR14133850,0.322501114,-0.189242877
SRR14133851,-0.456510461,0.031993042
SRR14133852,-0.116074186,0.39105891
SRR14133853,-0.485798325,-0.064395495
SRR14133854,0.234563725,0.110986364
SRR14133855,0.320533184,-0.139684994
SRR14133856,0.188785271,0.306237807
SRR24099866,0.28386619,-0.019340306
SRR24099867,-0.102071407,-0.094484856
SRR24099868,-0.110114732,-0.104198865
SRR24099869,-0.071680051,0.218024028
SRR9700118,-0.424754411,-0.163573481
SRR9700119,0.024948059,-0.354115859
SRR9700120,0.22700705,-0.362983167
SRR9700121,-0.406248428,-0.097675566
SRR9700122,-0.424618134,-0.164724536
SRR9700123,-0.083417159,0.080146927
SRR9700124,-0.075297888,0.047503311
SRR9700125,0.552162956,-0.255623617
SRR9700126,-0.408452304,-0.157566941
SRR9700127,0.046038116,0.436191297
SRR9700128,0.149649809,-0.013691173
SRR9700129,-0.111679014,0.16038182
SRR9700130,0.315389438,-0.310236993
SRR9700131,0.387017179,-0.311985947
SRR9700132,0.370481568,-0.303798205
SRR9700133,0.328069246,0.260338685
SRR9700134,0.098875039,0.394255295
SRR9700135,0.549277207,-0.047845943
SRR9700136,0.052518091,0.349051261
SRR9700137,0.53183302,-0.256449875
SRR9700138,0.089213295,0.33553552
SRR9700139,0.057287041,0.405932589
SRR9700140,-0.398040373,-0.135683217
SRR9700141,-0.155057868,0.000663562
SRR9700142,0.050604465,0.334023334
SRR9700143,0.180441319,0.487281855
SRR9700144,-0.336808385,-0.083164403
SRR9700145,-0.419256716,-0.166436086
SRR9700146,-0.390590503,-0.043529732
SRR9700147,-0.376591713,-0.062220718
SRR22969485,0.069995133,-0.440871084
SRR22969486,0.092499474,-0.087351552
SRR22969487,0.043935067,-0.352166002
SRR22969488,-0.04435879,0.104544464
SRR22969489,0.178007225,-0.03837438
SRR22969490,0.075194194,0.125814981
SRR22969492,0.17694773,0.013319422
SRR22969493,0.056362708,-0.371689227
SRR22969494,0.142493245,0.041233258
SRR22969495,0.199610844,-0.301756728
SRR22969496,0.204171155,-0.219666038
SRR22969497,0.214125606,-0.271983525
SRR22969499,0.092619846,0.346145131
SRR22969501,0.185598962,-0.097500489
SRR22969503,0.183415449,0.023879295
SRR22969504,0.18121429,-0.294489038
SRR22969505,0.096764094,0.289071037
SRR22969506,0.208980467,0.166911573
SRR22969507,0.122977522,0.376824306
SRR22969508,0.055773386,0.366576044
SRR22969509,0.25248697,0.07881643
SRR22969510,0.148649478,-0.356178287
SRR22969511,0.028347105,0.10845323
SRR22969512,0.073645581,0.457287261
SRR22969513,0.03167827,0.232412668
SRR22969514,0.129191968,0.160674621
SRR22969515,0.098045389,-0.381430127
SRR22969516,-0.603000868,0.048736935
SRR22969518,-0.586375588,0.045134447
SRR22969519,-0.307856396,-0.160042405
SRR22969520,-0.06383826,-0.064881761
SRR22969521,0.238167074,0.148639035
SRR22969522,0.19081185,0.188946176
SRR22969523,0.194394011,0.002757404
SRR22969524,0.099798821,0.21057769
SRR22969525,0.215366535,0.242799516
SRR22969526,0.171788429,-0.234566801
SRR22969527,0.195060942,0.305103214
SRR22969528,0.113868283,0.128600196
SRR22969529,0.245186461,0.264941418
SRR22969530,0.068011382,0.237974906
SRR22969531,0.191451715,0.084982789
SRR22969532,0.070104177,0.152986335
SRR22969533,0.112767274,0.174859428
SRR22969534,-0.032717447,0.022727376
SRR22969535,0.105454518,0.360204425
SRR22969536,-0.177032848,-0.052760747
SRR22969537,0.156021877,0.128140296
SRR22969538,-0.608045233,0.044335989
SRR22969539,-0.499921991,0.143898185
SRR22969540,-0.049647403,0.260310694
SRR22969541,-0.610499048,0.114162686
SRR22969542,0.020477166,0.399493
SRR22969543,-0.654770376,0.072780133
SRR22969544,-0.701133084,0.09465681
SRR22969545,-0.670559489,0.064845354
SRR22969546,-0.691357193,0.083091893
SRR22969547,0.018480324,-0.245280999
SRR22969548,0.232130447,0.275898763
SRR22969549,-0.597306777,0.120253145
SRR22969551,-0.586086429,-0.043564963
SRR22969552,-0.428880194,-0.28025561
SRR22969553,-0.534911062,-0.107620803
SRR22969554,0.234886651,0.388142108
SRR22969555,0.246892177,0.043628698
SRR22969556,0.194216531,0.065857641
SRR22969557,0.242254871,0.011802834
SRR22969558,0.221611158,0.302916721
SRR22969559,0.243273544,-0.037154721
SRR22969560,0.179651633,-0.095403032
SRR22969561,0.043672898,-0.405870756
SRR22969562,0.158934542,-0.175873404
SRR22969563,0.131643522,-0.26908143
SRR22969564,0.133696355,-0.254763901
SRR22969565,0.03838689,-0.480998586
SRR22969566,0.006444326,-0.481562108
SRR22969567,0.027529731,-0.461153005
SRR22969568,0.024883494,-0.483197911
SRR22969569,0.025425331,-0.469389435
SRR22969570,0.153600081,-0.321489387
SRR22969571,0.159222293,0.212218277
SRR3384791,0.300891662,0.2466098
SRR3384792,-0.421042941,0.256461827
SRR3384793,0.009858429,-0.299535378
SRR3384794,-0.044688434,-0.171718496
SRR3384795,-0.429727261,0.313644788
SRR3384796,0.156473347,-0.292752675
SRR3384797,-0.254932618,0.320863765
SRR3384798,0.505958267,0.186870567
SRR3384799,-0.156926881,0.313732105
SRR3384800,0.4879916,0.205348002
SRR3384801,0.557938229,0.205611979
SRR3384802,-0.349009906,0.123660413
SRR3384803,-0.108937458,-0.299189753
SRR3384804,-0.188674676,0.05789079
SRR3384805,-0.112797958,-0.401322422
SRR3384806,-0.367588575,0.13930759
SRR3384807,-0.154559183,-0.25702166
SRR3384808,-0.418194464,0.219002566
SRR3384809,-0.113699978,-0.230077866
SRR3384810,-0.354615606,0.077487297
SRR3384811,-0.123361995,-0.145806204
SRR3384812,-0.265667064,0.129046765
SRR3384813,0.012104683,-0.521024582
SRR3384814,-0.43348975,0.29992122
SRR3384815,0.104741471,-0.23030086
SRR3384816,0.203248418,0.230827057
SRR3384817,-0.378709838,0.311421083
SRR3384818,-0.144444282,-0.329161022
SRR3384819,0.311986473,0.107546787
SRR3384820,0.468395529,0.190033579
SRR3384821,0.068310749,-0.282270966
SRR3384822,0.473571939,0.184668329
SRR3384823,0.022760433,-0.44738584
SRR3384824,0.269204242,0.010393553
SRR3384825,-0.37124039,0.072883528
SRR3384826,0.199754501,-0.019097939
SRR3384827,0.541382572,0.203862458
SRR3384828,0.259548651,0.225088859
SRR3384829,0.43513134,0.125752976
SRR3384830,-0.041754826,0.329508808
SRR3384831,-0.415450355,0.225275853
SRR3384832,0.16546963,-0.378063367
SRR3384833,-0.143793612,-0.285700147
SRR3384834,-0.21256696,-0.246493747
SRR3384835,0.143947993,-0.181044982
SRR3384838,-0.315158885,0.106365442
SRR3384839,0.098370843,-0.078576004
SRR3384840,0.103661994,-0.225741631
SRR3384841,0.081882732,0.222653885
SRR3384842,-0.051519905,-0.508712512
SRR3384843,0.356949457,0.273619099
SRR3384844,-0.000576856,-0.495045089
SRR3384845,-0.159057162,-0.288071611
SRR3384846,0.105308617,-0.080857832
SRR3384847,0.455412952,0.162128969
SRR3384848,-0.401091731,0.216361508
SRR3384849,-0.411373545,0.160426965
SRR3384850,0.14262739,0.328968361
SRR3384851,0.231796258,-0.110741356
SRR3384852,0.080361671,-0.351631095
SRR3384853,0.55814039,0.213940168
SRR3384855,0.266020585,0.21621633
SRR3384856,0.473993779,0.230342719
SRR3384857,0.236498639,-0.141074472
SRR3384858,0.012880859,-0.470819461
SRR3384860,-0.062487242,-0.199241217
SRR3384861,-0.362101897,0.303719624
SRR3384862,-0.125162138,-0.360351644
SRR3384863,-0.315930306,0.139323821
SRR3384864,-0.124054279,-0.235598887
SRR3384865,-0.423836997,0.196867478
SRR3384866,-0.233038071,-0.163760925
SRR3384867,-0.415896315,0.258078488
SRR3384868,0.444589122,0.153481826
SRR3384869,0.41397386,0.057842084
SRR3384870,0.349505224,0.101521294
SRR3384871,-0.022708444,-0.462770693
SRR3384872,-0.428271648,0.293332863
SRR3384873,0.505498465,0.096757557
SRR3384875,-0.293535906,-0.05493224
SRR3384876,-0.371014422,0.202851965
SRR3384877,-0.145560322,-0.205021698
SRR3384878,0.030226375,-0.111546486
SRR3384879,-0.06969599,-0.29313303
SRR3384880,0.097917405,-0.108176947
SRR3384881,-0.166916567,-0.19674746
SRR3384882,0.523049072,0.078878831
SRR3384883,-0.398278802,0.321074289
SRR3384884,0.461460913,0.243605391
SRR3384885,-0.425654324,0.269438895
DRR237626,0.013988029,4.14E-05
DRR237627,-0.006491026,-0.000885012
DRR237628,-0.007497003,0.000843574
SRR24565697,-0.21625,0
SRR24565703,0.21625,0
SRR10532811,0.59879551,0.024257714
SRR10532819,-0.27334722,-0.430318251
SRR10532820,-0.325448291,0.406060537
SRR15018931,-0.405512328,-0.036915778
SRR15018932,-0.417099716,-0.059935843
SRR15018933,-0.388691639,-0.041463822
SRR15018934,-0.393168102,-0.029517754
SRR15018935,0.071961739,-0.104792229
SRR15018936,0.068705159,-0.099644827
SRR15018937,0.096863776,-0.074239254
SRR15018938,0.073672737,-0.075871273
SRR15018939,0.108573468,-0.062167057
SRR15018940,0.102255578,-0.180273281
SRR15018941,0.057851729,-0.168965638
SRR15018942,-0.073922083,-0.104734193
SRR15018943,0.148056091,-0.185660989
SRR15018944,0.032118566,-0.1677453
SRR15018945,-0.401432519,-0.017194171
SRR15018946,0.154257804,-0.039215997
SRR15018947,0.414243548,0.006028204
SRR15018948,0.304775221,0.057464896
SRR15018949,0.290924213,-0.037142593
SRR15018950,0.008170098,0.077901708
SRR15018951,0.3601107,-0.070182266
SRR15018952,0.354993347,-0.167102466
SRR15018953,0.353830562,-0.137793588
SRR15018954,0.34033406,-0.109470287
SRR15018955,0.327764083,-0.068878578
SRR15018956,-0.378754798,-0.034124652
SRR15018957,0.327167095,-0.169245474
SRR15018958,0.380341552,-0.156408187
SRR15018959,0.362644112,-0.156033069
SRR15018960,0.283479731,-0.18638277
SRR15018961,0.294245672,-0.130985388
SRR15018962,0.473015124,-0.04661821
SRR15018963,0.499727504,-0.066318281
SRR15018964,0.470191215,-0.054714918
SRR15018965,0.488695316,-0.017662305
SRR15018966,0.447943875,-0.032366979
SRR15018967,-0.404283302,-0.049316985
SRR15018968,0.116750757,0.642422689
SRR15018969,-0.318606844,0.015964006
SRR15018970,-0.271848784,0.052543688
SRR15018971,-0.256953752,0.060819849
SRR15018972,-0.270861758,0.043988951
SRR15018973,-0.314657546,0.000910012
SRR15018974,-0.10128725,0.006596747
SRR15018975,-0.136214172,0.001556153
SRR15018976,-0.24154098,-0.004068095
SRR15018977,-0.270420992,0.020146664
SRR15018978,-0.38372604,-0.049904139
SRR15018979,0.150378733,0.622158218
SRR15018980,0.15790067,0.625508599
SRR15018981,0.146280459,0.562464069
SRR15018982,0.20421836,0.604976355
SRR15018983,-0.245271678,0.083018517
SRR15018984,-0.40441099,-0.063123444
SRR15018985,-0.399857463,-0.02937266
SRR15018986,-0.416199957,-0.041175236
SRR15018987,-0.411195944,-0.03985044
SRR15018988,-0.387848775,-0.020192358
SRR15018989,-0.387883612,-0.048705865
SRR15018990,-0.390791631,-0.048992689
SRR23418441,-0.291470136,0.121382781
SRR23418442,-0.179803651,-0.115983681
SRR23418443,-0.294047413,0.258674468
SRR23418445,-0.25139444,0.198274025
SRR23418446,-0.005031837,-0.443897199
SRR23418447,0.022346453,-0.519897307
SRR23418448,-0.011126149,-0.493623852
SRR23418449,-0.247649568,0.234751029
SRR23418450,0.01108979,-0.528507978
SRR23418451,0.021954007,-0.505861144
SRR23418452,0.024021492,-0.521786204
SRR23418453,0.020522476,-0.489695362
SRR23418454,0.122668651,-0.365317778
SRR23418455,0.060463309,-0.413136914
SRR23418456,0.082098826,-0.404926559
SRR23418457,0.075047731,0.147523428
SRR23418458,0.00228858,0.240987785
SRR23418459,-0.109407681,0.206376456
SRR23418460,-0.333534775,0.281455943
SRR23418461,-0.105236037,0.24832986
SRR23418462,0.066822923,0.143964354
SRR23418463,0.502424331,0.192545221
SRR23418464,0.487050733,0.188185583
SRR23418465,0.476177129,0.170098477
SRR23418466,0.476783957,0.224546899
SRR23418467,0.515873458,0.196868399
SRR23418468,-0.038645844,0.265295397
SRR23418469,0.473374572,0.176029521
SRR23418471,-0.117789035,0.107505304
SRR23418472,0.51948105,0.188091193
SRR23418473,0.520404831,0.188567141
SRR23418475,-0.207694935,0.072835649
SRR23418476,-0.309312093,-0.019576246
SRR23418477,-0.291960609,0.088227567
SRR23418478,-0.354471239,0.118370302
SRR23418479,-0.297853772,0.066653256
SRR23418480,-0.320914428,0.158602483
SRR23418481,-0.372071588,0.159790673
SRR23418482,-0.341479069,0.178277033
SRR29631941,-0.237181232,-0.026145679
SRR29631942,-0.236100102,0.18186942
SRR29631943,0.441189874,0.222009968
SRR29631944,-0.149666831,-0.054472544
SRR29631945,-0.212578072,-0.03332785
SRR29631946,-0.288921722,0.153599746
SRR29631947,-0.26675375,0.077980567
SRR29631948,0.572057507,0.172643841
SRR29631949,0.571643179,0.280547611
SRR29631950,0.483585344,0.0526483
SRR29631951,0.510757841,0.000867859
SRR29631952,0.288684627,-0.225293738
SRR29631953,-0.257478197,0.065316578
SRR29631954,-0.249607769,0.004341331
SRR29631955,-0.204565004,-0.096440667
SRR29631956,-0.093037719,-0.156873443
SRR29631957,0.30487391,-0.162531639
SRR29631958,0.019666431,-0.330311749
SRR29631959,0.384946053,-0.194734622
SRR29631960,-0.046820478,-0.183892659
SRR29631961,-0.031511045,-0.223954218
SRR29631962,-0.254184924,0.052385459
SRR29631963,-0.256697756,0.096125141
SRR29631964,-0.274712598,0.192404784
SRR29631965,-0.234173961,-0.064417732
SRR29631966,-0.283413604,0.199655932
SRR12401593,-0.068425819,0.077505126
SRR12401594,-0.061448771,-0.102799085
SRR12401595,-0.011591279,-0.254708189
SRR12401596,0.206199756,-0.038524711
SRR12401597,-0.039363992,-0.109210284
SRR12401598,-0.080519762,0.131366817
SRR12401599,-0.026679882,-0.159336548
SRR12401601,-0.073731348,0.068944563
SRR12401602,-0.074222234,0.100124139
SRR12401603,-0.019830484,-0.186352304
SRR12401604,-0.062613,-0.039788503
SRR12401605,0.034771381,-0.298263164
SRR12401607,0.102858133,-0.325700803
SRR12401608,0.830667631,0.090696875
SRR12401609,0.833917039,0.091146585
SRR12401610,-0.074077552,0.120735939
