SampleID,PC1,PC2
SRR24458039,0.324352727,-0.004672933
SRR24458040,0.122593697,-0.075614565
SRR24458041,0.010908161,0.274059781
SRR24458042,0.36516724,-0.101015155
SRR24458043,0.136713809,-0.1675735
SRR24458044,0.107333643,-0.190374919
SRR24458045,-0.16454256,-0.088829311
SRR19503650,0.366355346,0.076204627
SRR19503651,-0.506898807,0.271899546
SRR19503652,-0.211433177,-0.412545386
SRR19503655,0.351976639,0.064441212
SRR12033103,0.431125135,-0.446486512
SRR12033104,-0.302565201,0.020049334
SRR12033105,-0.305379054,0.021429647
SRR12033106,-0.298906135,0.019929379
SRR12033107,-0.303125601,0.023091765
SRR12033108,-0.293023183,0.020529878
SRR12033109,-0.292018837,0.011318936
SRR12033110,-0.301020561,0.017714793
SRR12033111,-0.278507425,0.038840792
SRR12033112,-0.305680546,0.02117577
SRR12033113,0.393820686,-0.374735759
SRR12033114,-0.275092956,0.010414922
SRR12033115,-0.281945825,-0.000357024
SRR12033116,-0.29878474,0.010762297
SRR12033117,-0.267845558,-0.001066739
SRR12033118,-0.079092917,-0.060499106
SRR12033119,-0.106602099,-0.07360786
SRR12033120,0.576555862,0.148568926
SRR12033121,-0.293112556,0.020152226
SRR12033122,0.421087794,-0.429095728
SRR12033123,0.174851349,-0.122687729
SRR12033124,0.582214773,0.145894885
SRR12033125,-0.305687537,0.021178079
SRR12033126,-0.305715447,0.021190336
SRR12033127,0.011903541,0.010167576
SRR12033128,-0.284699462,0.036144702
SRR12033129,-0.289496247,0.036838614
SRR12033130,-0.305684094,0.021201381
SRR12033131,-0.293134456,0.031493359
SRR12033132,-0.303125601,0.023091765
SRR12033133,0.554202261,0.311392352
SRR12033134,0.546022469,0.218672507
SRR12033135,0.621957992,0.090451681
SRR12033136,0.614992982,-0.065591422
SRR12033137,-0.261939339,0.019035628
SRR12033138,-0.259929459,-0.001398545
SRR12033139,-0.304805723,0.02023434
SRR12033140,-0.297171748,0.008188573
SRR12033141,-0.305680546,0.02117577
SRR12033142,-0.299662069,0.015493571
SRR12033143,-0.297853487,0.016605894
SRR12033144,0.300856687,-0.165064719
SRR12033145,-0.254463445,-0.020640339
SRR12033146,0.612797949,0.179645218
SRR12033147,0.357530338,0.311881338
SRR12033148,-0.289977053,0.008364081
SRR12033149,-0.246354538,0.079075537
SRR12033150,-0.227406526,0.031141522
SRR12033151,-0.285569362,0.022668221
SRR12033152,-0.252836154,-0.023374067
SRR12033153,-0.27969548,-0.007226398
SRR12033154,-0.05232522,-0.034276318
SRR12033155,-0.257165597,-0.010976463
SRR12033156,-0.265960356,0.010298501
SRR12033157,0.587562347,-0.079219541
SRR12033158,-0.217845977,-0.037652815
SRR12033159,-0.303950818,0.023397802
SRR12033160,-0.246970468,0.018952853
SRR12033161,-0.259938318,0.063810785
SRR12033162,-0.287011242,0.037947429
SRR12033163,-0.295093694,0.004913532
SRR12033164,-0.298173527,0.022983111
SRR12033165,-0.237152187,0.047999566
SRR12033166,-0.296508908,0.01614669
SRR12033167,-0.305680546,0.02117577
SRR12033168,0.602839008,0.37307235
SRR12033169,-0.305680546,0.02117577
SRR12033170,0.524024649,0.132781626
SRR12033171,0.436428394,-0.041638211
SRR12033172,0.469062704,-0.025092735
SRR12033174,0.648064113,0.24775091
SRR12033175,0.585815366,0.384021235
SRR12033176,0.39638966,-0.322750333
SRR12033177,0.348660806,-0.240139371
SRR12033178,0.472439951,-0.434536563
SRR12033179,0.632892484,0.257143266
SRR12033180,0.625307752,0.082412918
SRR12033181,0.625823545,0.143238416
SRR12033182,0.328189133,-0.400600267
SRR12033183,0.636092822,0.221677398
SRR12033184,0.565711807,-0.069432082
SRR12033185,0.43884885,-0.021043666
SRR12033187,0.301882263,-0.120929374
SRR12033188,0.547278782,0.116336149
SRR12033189,-0.138748709,-0.129549996
SRR12033190,0.417085796,-0.457720527
SRR12033191,0.315903958,-0.406460498
SRR12033192,0.281909599,-0.154132654
SRR12033193,0.273328368,0.002058093
SRR12033194,-0.15432556,-0.03563208
SRR12033195,-0.293977099,0.01046407
SRR12033196,-0.305718614,0.021192188
SRR12033197,0.428383295,0.037957685
SRR12033198,-0.300910849,0.014837847
SRR12033199,-0.263160854,0.012471748
SRR12033200,-0.087217291,-0.019868254
SRR12033201,-0.303507755,0.023822608
SRR12033202,-0.300221428,0.018885732
SRR12033203,-0.305680546,0.02117577
SRR12033204,0.630611101,0.267725107
SRR12033205,-0.299658094,0.013218084
SRR12033206,-0.302410552,0.020226693
SRR12033207,-0.215322786,-0.00016834
SRR12033208,-0.290644504,0.030592062
SRR12033209,-0.291731676,0.009156915
SRR12033210,-0.305680546,0.02117577
SRR12033211,-0.166377386,-0.026791699
SRR12033212,-0.291259047,0.00196249
SRR12033213,-0.305680546,0.02117577
SRR12033214,-0.304279688,0.020539051
SRR12033215,0.633259361,0.154107583
SRR12033216,-0.305680546,0.02117577
SRR12033217,-0.292696873,0.010209348
SRR12033218,-0.305390646,0.020909698
SRR12033219,-0.034426534,-0.07775394
SRR12033220,-0.25665427,0.054021556
SRR12033221,-0.300582267,0.014722836
SRR12033222,-0.254962558,-0.019056945
SRR12033223,-0.180964763,-0.065835243
SRR12033224,-0.290256568,0.016780181
SRR12033225,-0.247610674,-0.020794252
SRR12033226,0.615748597,0.329163045
SRR12033227,-0.241740772,0.013572359
SRR12033228,-0.286703406,0.032099927
SRR12033229,0.311724012,0.249420095
SRR12033230,0.431387575,0.335690648
SRR12033231,-0.305680546,0.02117577
SRR12033232,-0.304660948,0.020872589
SRR12033233,-0.303418911,0.018604759
SRR12033234,-0.304139252,0.019534039
SRR12033235,0.579731652,0.427767703
SRR12033236,0.576524654,0.42338069
SRR12033238,0.577858752,0.427892373
SRR12033239,0.57864961,0.423207283
SRR12033240,0.576557315,0.42719952
SRR12033241,0.440372172,-0.366614317
SRR12033242,0.425552062,-0.436571997
SRR12033243,0.447653705,-0.44862912
SRR12033244,0.432157595,-0.414919907
SRR12033248,0.617922009,0.179188632
SRR12033249,-0.287090731,0.02827341
SRR12033251,-0.275377022,0.058282922
SRR12033252,-0.303844001,0.023536579
SRR12033253,-0.268729355,0.065639661
SRR12033254,-0.305680546,0.02117577
SRR12033255,-0.298457772,0.020655965
SRR12033256,-0.291510515,0.033128852
SRR12033257,-0.304754664,0.01878344
SRR12033258,-0.090079181,-0.056140575
SRR12033259,0.518330083,-0.298949084
SRR12033260,-0.303094388,0.022939001
SRR12033262,0.455205488,-0.410126518
SRR12033265,-0.292249712,0.020053109
SRR12033266,-0.286412611,0.031970641
SRR12033267,0.562517723,-0.226092604
SRR12033268,0.459070692,-0.451111801
SRR12033270,0.43261258,-0.136742731
SRR12033271,0.43556228,-0.442852726
SRR12033272,-0.303305546,0.022290443
SRR12033273,-0.305680546,0.02117577
SRR12033274,-0.283109991,0.010422508
SRR12033275,-0.29571282,0.033560211
SRR12033276,-0.299998829,0.028079569
SRR12033277,-0.305008865,0.021647185
SRR12033278,-0.304805974,0.022233921
SRR12033279,-0.30393125,0.023290642
SRR12033280,-0.305680546,0.02117577
SRR12033281,0.393316314,-0.436797216
SRR12033283,0.497475699,0.079341586
SRR12241171,-0.49175,0
SRR12241190,0.49175,0
SRR6949475,0.443352365,0.01606886
SRR6998925,-0.185550031,-0.155936302
SRR7441511,-0.257802334,0.139867442
SRR3208151,0.010334079,0.391210791
SRR3208152,-0.311720733,0.032490456
SRR3208153,-0.021106691,0.329036494
SRR3208154,-0.055927535,0.335503819
SRR3208155,-0.077103922,0.389777473
SRR3208156,-0.13030617,0.393569112
SRR3208158,-0.07349269,0.513194381
SRR3208159,-0.069106,0.480992083
SRR3208160,0.168466526,0.086713781
SRR3208161,-0.179030572,-0.24116758
SRR3208162,-0.076661763,0.425930793
SRR3208163,0.141107108,0.250423614
SRR3208164,-0.324177204,-0.118576488
SRR3208165,0.204592116,0.070947664
SRR3208166,0.017316742,0.383253501
SRR3208167,-0.125040117,0.000380008
SRR3208168,-0.05560937,-0.051829142
SRR3208169,-0.153693366,-0.472919686
SRR3208170,-0.194095058,-0.363237964
SRR3208171,-0.191496797,-0.456520213
SRR3208172,-0.157349225,-0.428585591
SRR3208173,0.440222724,-0.001763788
SRR3208174,0.370044858,-0.032032995
SRR3208175,-0.335386949,-0.102691781
SRR3208176,0.39599038,0.00768672
SRR3208177,0.456323327,0.011859932
SRR3208178,0.412051486,-0.022137251
SRR3208179,0.339887184,-0.009019872
SRR3208180,0.360039899,-0.062793676
SRR3208181,0.483789788,-0.04483514
SRR3208182,0.296840074,-0.026956583
SRR3208183,0.302458505,-0.029467071
SRR3208184,0.29595933,-0.028336861
SRR3208185,0.298380905,-0.032760977
SRR3208186,-0.299668856,7.90E-05
SRR3208187,0.290708101,-0.0267897
SRR3208188,-0.084567778,0.310336159
SRR3208189,0.274674751,-0.033908315
SRR3208190,-0.15243743,0.14202009
SRR3208191,0.210560085,-0.042564916
SRR3208194,0.28582386,-0.037337387
SRR3208197,-0.181839117,0.272166887
SRR3208198,0.267224547,-0.027162427
SRR3208199,-0.247948988,-0.14722537
SRR3208200,-0.187875744,0.077285889
SRR3208201,-0.259510283,-0.020496331
SRR3208202,-0.298099925,0.122746646
SRR3208203,-0.270802862,-0.038111795
SRR3208204,-0.272185231,-0.024344496
SRR3208205,0.018606061,0.09689087
SRR3208206,-0.058178187,-0.170868835
SRR3208207,-0.270873318,-0.340185786
SRR3208208,-0.316862891,-0.16384297
SRR3208209,-0.326836057,0.006381186
SRR3208210,-0.287029819,-0.324940044
SRR3208211,-0.201192759,0.039919736
SRR3208212,-0.179958343,-0.133836147
SRR3208213,-0.13243393,0.213869659
SRR3208214,-0.207092544,-0.124986038
SRR3208215,-0.242941871,-0.134150843
SRR3208216,-0.191353061,0.091318006
SRR3208217,-0.120005956,-0.194226305
SRR3208218,-0.315620673,0.05883075
SRR3208219,-0.31739256,-0.006460135
SRR3208220,-0.244361397,0.102620989
SRR3208221,-0.334197065,-0.075965653
SRR3208222,-0.174697131,-0.152425212
SRR3208223,0.018462508,0.147620466
SRR3208224,-0.218295947,-0.409284982
SRR3208225,-0.293203843,-0.202375401
SRR3208226,-0.239126051,-0.070625521
SRR3208227,-0.155622645,-0.475768854
SRR3208228,-0.230825218,-0.383352293
SRR3208229,-0.30808569,-0.240179887
SRR3208230,-0.277420341,-0.341939266
SRR3208231,-0.053287848,-0.290611833
SRR3208232,-0.225980789,-0.439424519
SRR3208233,-0.303224164,-0.27350982
SRR3208234,-0.263553689,-0.332518433
SRR3208235,-0.218926153,-0.463800401
SRR3208236,-0.166727028,-0.500695508
SRR3208237,-0.214913736,0.234165959
SRR3208238,-0.175962733,-0.001493079
SRR3208239,-0.191829377,0.165396216
SRR3208240,-0.247269074,0.156051915
SRR3208241,-0.138582476,0.002467087
SRR3208242,-0.188602834,-0.004568733
SRR3208243,-0.270849866,0.045688084
SRR3208244,-0.24168632,0.041450392
SRR3208245,-0.219443445,0.144936221
SRR3208246,-0.194914317,-0.060289821
SRR3208247,-0.2651757,-0.035434516
SRR3208248,-0.195439691,0.100182414
SRR3208249,-0.257507,0.213968132
SRR3208250,-0.183126784,-0.138121152
SRR3208252,-0.213176431,-0.12701449
SRR3208253,-0.289659648,-0.00855182
SRR3208254,-0.272608338,-0.047960482
SRR3208255,-0.290023726,0.135032449
SRR3208256,-0.321719846,0.073961999
SRR3208257,-0.314733794,0.119126983
SRR3208258,-0.275231005,-0.199113212
SRR3208259,-0.230694113,-0.383437354
SRR3208260,-0.245185803,-0.061787478
SRR3208261,-0.138678461,0.127782292
SRR3208262,-0.291617167,0.062633833
SRR3208263,-0.295043642,-0.110839128
SRR3208264,-0.305944771,-0.158013514
SRR3208265,-0.264130553,0.057457849
SRR3208266,-0.217260137,-0.046588603
SRR3208267,-0.193342982,-0.006556589
SRR3208268,-0.193925942,-0.130104321
SRR3208269,-0.227362278,0.002861522
SRR3208270,-0.214542983,-0.425670837
SRR3208271,-0.254340706,-0.308882781
SRR3208272,-0.304105195,-0.240373623
SRR3208273,-0.303721265,-0.229317156
SRR3208274,-0.319778867,-0.113580774
SRR3208275,-0.330202594,-0.057531203
SRR3208276,0.442932078,-0.045836304
SRR3208277,0.495001635,-0.079823105
SRR3208278,0.485753951,-0.082935141
SRR3208279,0.419212993,-0.067096726
SRR3208280,0.475813,-0.079569675
SRR3208281,0.506454669,-0.079249712
SRR3208282,-0.314398272,0.111187982
SRR3208283,-0.245237528,-0.1881588
SRR3208284,-0.187996222,-0.180120182
SRR3208285,-0.275171344,-0.093770549
SRR3208286,-0.247910984,-0.179485822
SRR3208289,-0.254095682,0.037665972
SRR3208290,-0.293534437,0.115068909
SRR3208292,-0.205656158,0.00425464
SRR3208293,0.024277931,0.305248772
SRR3208294,-0.044888584,0.303421807
SRR3209041,-0.217983403,0.301747735
SRR3209044,-0.211798537,-0.383158252
SRR3209045,-0.151143227,0.152348311
SRR3209084,0.005941549,0.397987007
SRR3209090,0.141055696,0.243682828
SRR3209093,0.148731509,-0.092788065
SRR3209095,-0.160979355,-0.490263579
SRR3209102,0.350256079,0.00734544
SRR3209106,0.482225878,-0.054590364
SRR3209109,0.517954952,-0.070359049
SRR3209119,0.274674751,-0.033908315
SRR3209122,-0.128271898,0.485815629
SRR3209123,0.274674751,-0.033908315
SRR3209124,-0.243396192,0.079702567
SRR3209126,-0.210098664,0.049048291
SRR3209127,-0.253492461,-0.038542182
SRR3209128,-0.159594681,-0.262328172
SRR3209129,-0.26655391,0.018477581
SRR3209130,-0.219763055,-0.046647449
SRR3209131,-0.240034461,0.05758517
SRR3209133,-0.261924631,-0.03175745
SRR3209134,-0.180967728,0.275587471
SRR3209135,-0.111671017,0.286412865
SRR3209136,0.0262625,-0.259659817
SRR3209137,-0.071188034,0.013996684
SRR3209140,-0.215961544,-0.448515887
SRR3209141,-0.126968299,0.085653094
SRR3209142,-0.171616549,-0.461212154
SRR3209151,-0.285002711,0.164224297
SRR3209153,-0.073519718,-0.009055125
SRR3209154,-0.073422438,-0.081633152
SRR3209155,-0.087049757,0.092407308
SRR3209156,-0.21110131,0.154762529
SRR3209157,-0.211503852,-0.12255768
SRR3209158,-0.244208561,0.206890717
SRR3209160,-0.185854797,0.130337892
SRR3209161,-0.331855792,0.017394764
SRR3209162,-0.288951183,0.142354903
SRR3209163,-0.216199026,0.165440121
SRR3209165,-0.277645331,-0.010439703
SRR3209166,-0.194142278,0.164526742
SRR3209167,-0.222002618,0.322829034
SRR3209168,-0.23719945,0.162413641
SRR3209169,-0.199119999,0.034361845
SRR3209171,-0.13708578,0.260607662
SRR3209172,-0.266194601,0.087126209
SRR3209173,-0.243748049,0.184629804
SRR3209174,-0.290850759,0.089359008
SRR3209175,-0.318238124,-0.062982435
SRR3209177,-0.308990691,-0.104502096
SRR3209179,-0.333156328,0.045491184
SRR3209180,-0.032016589,-0.206358386
SRR3209183,-0.241496801,0.081320091
SRR3209184,-0.117601278,-0.094577437
SRR3209185,-0.21873707,0.012737919
SRR3209186,-0.180900669,-0.177447836
SRR3209187,-0.164499792,0.253343501
SRR3209188,-0.132554706,0.148427249
SRR3209190,-0.19566605,0.191869534
SRR3209191,-0.332133853,-0.109925869
SRR3209193,-0.137150271,0.121378879
SRR3209194,-0.224554557,-0.112859792
SRR3209195,-0.174857297,-0.306785535
SRR3209196,-0.215064447,-0.416167364
SRR3209197,0.482184106,-0.083837985
SRR3209198,0.463775877,-0.043965882
SRR3209199,0.493201207,-0.084339627
SRR3209200,0.533194481,-0.083921776
SRR3209202,0.445377534,-0.067840639
SRR3209204,0.548213214,-0.101344151
SRR3209205,0.51939218,-0.095837263
SRR3209206,0.483031218,-0.08140999
SRR3209207,0.492505946,-0.080695894
SRR3209209,0.266891429,-0.026733309
SRR3209210,0.114683362,0.129674935
SRR3209212,0.01798699,0.390529767
SRR3209215,0.026202427,0.38377199
SRR3209216,0.276955903,-0.009765714
SRR3209217,0.314788774,-0.016047015
SRR3209218,-0.296403151,0.032408963
SRR3209219,-0.308868323,0.062651312
SRR3209220,-0.296976137,0.107624866
SRR3209221,-0.132964508,0.353991835
SRR3209222,-0.145481801,0.219269102
SRR3209223,-0.158917694,-0.053927337
SRR3209224,-0.125502857,0.260719253
SRR3209227,-0.19380096,0.332348245
SRR3209228,-0.036087508,0.426219142
SRR3209229,-0.206737074,0.273048298
SRR3209230,-0.140279036,0.381693394
SRR3209231,-0.162569369,0.352595286
SRR3209232,-0.174834656,0.398014038
SRR3209233,-0.186646667,0.236460285
SRR3209234,-0.324416641,0.010962383
SRR3209235,-0.304033695,-0.142986457
SRR3209237,-0.338308985,-0.096739451
SRR3209240,0.290494279,-0.013919465
SRR3209241,0.204236561,0.138020105
SRR3209242,0.240046619,0.112267608
SRR3209243,0.315665912,-0.005445667
SRR3209244,0.308292189,-0.00470439
SRR3209245,0.420554533,-0.034322999
SRR3209247,0.433628819,-0.072238471
SRR3209248,0.285507719,0.124545376
SRR3209249,0.273640224,0.194037017
SRR3209250,0.302915162,0.198368071
SRR3209252,0.384505121,-0.018440783
SRR3209253,0.250254896,0.163251556
SRR3209254,0.296649239,0.1253431
SRR3209255,0.258564726,0.214543401
SRR3209256,0.250900012,0.19794624
SRR3209263,0.253924751,0.104101821
SRR3209264,0.399052959,-0.010082216
SRR3209265,0.279889436,0.191917317
SRR3209266,0.367874102,-0.008472888
SRR3209267,0.224475436,0.201082691
SRR3209269,0.4632347,-0.04836511
SRR3209270,0.475559603,-0.07560211
SRR3209271,0.378710312,-0.035195861
SRR3209272,0.384402713,-0.024226844
SRR3209275,0.366254032,-0.034229212
SRR3209276,0.356833007,-0.032271663
SRR3209277,0.369863922,-0.035051165
SRR3209278,0.476590192,-0.05107161
SRR3209281,-0.024583861,0.187576019
SRR3209282,-0.004153839,0.229622566
SRR3209283,-0.064450192,0.127566422
SRR3209284,-0.124002887,0.220041383
SRR3209285,-0.034239387,0.139770355
SRR3209286,-0.185127715,0.036081529
SRR3209287,0.118968401,0.027135078
SRR3209288,-0.01618098,0.247940709
SRR3209289,0.255767006,-0.029977111
SRR3209292,0.282495211,-0.037136047
SRR3209293,0.286780959,-0.036207932
SRR3209294,0.292447987,-0.036911895
SRR3209297,0.297765967,-0.039085029
SRR3209298,-0.121206173,-0.318494538
SRR3209299,-0.231132585,-0.40038439
SRR3209300,-0.19728407,-0.469819847
SRR3209301,-0.192139319,-0.409777612
SRR3209302,-0.183098443,-0.415811089
SRR3209304,-0.104448067,-0.020763064
SRR3209305,-0.071079361,-0.153505655
SRR3209474,-0.176550113,0.103290212
SRR3209475,-0.075705681,0.276094757
SRR3209476,-0.127694319,-0.132039769
SRR3209477,-0.208983047,-0.295173248
SRR3209478,-0.108757231,-0.349204795
SRR3209479,-0.186125858,-0.124428376
SRR3209480,-0.21565704,0.17727496
SRR3209481,-0.206560097,0.292551009
SRR3209483,-0.201567018,0.186842016
SRR3209484,-0.224558435,0.044310658
SRR3209485,-0.266328395,-0.096282842
SRR3209486,-0.103856691,0.443663622
SRR3209487,-0.298020273,0.009258476
SRR3209488,-0.213149129,0.372979895
SRR3209489,0.495237848,-0.078246289
SRR3209490,0.507063628,-0.07543619
SRR3209491,0.484836251,-0.083793963
SRR3209492,0.521087803,-0.094553257
SRR3209494,0.012371237,0.349881978
SRR3209495,0.298526929,-0.038006542
SRR3209496,0.283216504,-0.034521369
SRR3209497,0.236111129,-0.002499384
SRR3209498,0.271205296,-0.028419249
SRR3209499,0.282498405,-0.028153825
SRR3209500,0.277093552,-0.023194638
SRR3209501,-0.162633261,0.16934752
SRR3209502,-0.309894045,0.025073236
SRR3209503,0.451421643,-0.068860522
SRR3209505,0.477963547,-0.082103679
SRR3209506,0.397987213,-0.024787666
SRR3209507,0.369113807,-0.093879482
SRR3209508,-0.271192696,0.22101719
SRR3209509,-0.302697143,0.081967413
SRR3209510,-0.295984501,-0.03144608
SRR3209511,0.46641469,-0.023259025
SRR3209512,0.373004223,-0.00011391
SRR3209513,0.17172849,-0.011097192
SRR3209514,0.44551906,-0.023789001
SRR3209516,0.411874473,-0.039578907
SRR3209517,0.404644635,0.004016025
SRR3209518,0.439211806,-0.012427077
SRR3209519,0.446506193,-0.013037821
SRR3209520,0.479352804,-0.017734433
SRR3209521,0.322959125,0.077841661
SRR3209522,0.313710954,0.150311299
SRR3209523,0.438113833,0.001989087
SRR3209524,0.367532728,-0.034322032
SRR3209525,0.378344242,-0.037910207
SRR3209526,-0.259120204,-0.041798657
SRR3209528,0.402158795,-0.026712394
SRR3209529,0.447823543,-0.050375772
SRR3209530,0.489136203,-0.066824757
SRR3209531,0.496978786,-0.056815326
SRR3209532,0.298157356,-0.034540142
SRR3209533,0.288280832,-0.030856842
SRR3209534,0.298815042,-0.035319945
SRR3209539,-0.256860056,0.111652483
SRR3209540,0.276990327,-0.008529245
SRR3209541,0.158991813,0.276887993
SRR3209543,0.456884914,-0.047309409
SRR3209544,0.426890138,-0.037418753
SRR3209545,0.268757306,-0.025534337
SRR3209580,0.269017059,-0.024908996
SRR3209584,0.171786122,0.142374767
SRR3209585,0.187893472,0.111396758
SRR3209587,0.239449613,0.155055887
SRR3209588,0.390933482,-0.039915351
SRR3209589,0.463056789,-0.05960683
SRR3209590,0.342096441,-0.056471627
SRR3209591,-0.213381496,-0.247896981
SRR3209592,-0.225075411,-0.163202089
SRR3209593,-0.249147216,-0.089260018
SRR3209594,-0.21517087,-0.241427886
SRR3209595,0.269528533,-0.030183668
SRR3209596,-0.307318907,0.097553476
SRR3209600,-0.29188819,-0.208760806
SRR3209601,-0.225901394,-0.355737683
SRR3209602,-0.292457665,-0.187440681
SRR3209603,-0.300838413,-0.191569489
SRR3209604,0.171742045,0.015933701
SRR3209606,-0.243603513,0.002430361
SRR3209607,-0.089169074,-0.019473822
SRR3209608,-0.021409103,-0.101055984
SRR3209609,-0.169698162,0.098549701
SRR3209610,-0.120904566,0.227928889
SRR3209618,-0.250742822,0.10914141
SRR3209619,-0.196360864,0.235355584
SRR3209620,-0.225433969,0.197419857
SRR3209621,-0.291152786,0.048699165
SRR3209622,-0.276820991,0.074000871
SRR3209623,-0.21428427,0.23900775
SRR3209624,0.532897733,-0.083059484
SRR3209625,0.523246506,-0.081335641
SRR3209626,0.53527369,-0.088030293
SRR3209627,0.537876903,-0.084643703
SRR3209629,0.508573895,-0.07917721
SRR3209630,0.515842029,-0.068701513
SRR3209631,-0.312637408,-0.050636181
SRR3209633,-0.154569363,0.002079779
SRR3209634,-0.246661822,-0.096623511
SRR3209635,-0.259396623,-0.00584045
SRR3209636,0.263815368,-0.026458127
SRR3209637,-0.283416345,-0.109342068
SRR3209638,-0.112432235,-0.02513262
SRR3209639,-0.165380245,-0.171095839
SRR3209641,-0.214847133,-0.184457693
SRR3209642,-0.229440546,-0.079692402
SRR3209643,-0.233123918,-0.105463573
SRR3209645,-0.111066765,-0.195699212
SRR3209646,0.534268307,-0.096242227
SRR3209647,0.514523642,-0.074471337
SRR3209648,0.534340281,-0.058609111
SRR3209649,0.550312372,-0.10279991
SRR3209650,0.503268416,-0.053294091
SRR3209651,0.476869181,-0.047161705
SRR3209654,-0.208160923,-0.000869404
SRR3209655,-0.145419055,0.411603682
SRR3209656,-0.210862171,0.186758625
SRR3209657,-0.225503102,0.196950441
SRR3209658,-0.283773232,0.108547401
SRR3209659,-0.25383629,0.064451113
SRR3209660,0.507532108,-0.072147996
SRR3209661,0.422992783,-0.047664692
SRR3209662,0.513919825,-0.075022369
SRR3209663,0.490475481,-0.06477401
SRR3209666,0.457064564,-0.050322789
SRR3209667,0.535351,-0.091774204
SRR3209668,-0.318150903,-0.043975545
SRR3209669,-0.264771518,-0.110707262
SRR3209670,-0.255751121,0.060169716
SRR3209671,-0.316136568,-0.105142435
SRR3209672,-0.055236106,-0.179326134
SRR3209673,-0.312483928,-0.124832369
SRR3209674,-0.314731938,-0.105045146
SRR3209675,-0.198207139,-0.153085257
SRR3209677,-0.294339819,0.056179282
SRR3209679,-0.139031835,0.003550916
SRR3209680,-0.287621709,0.028474767
SRR3209681,-0.181474318,-0.07592622
SRR3209682,0.285993841,-0.008678567
SRR3209683,0.10933654,0.154913473
SRR3209684,0.289836144,-0.012012282
SRR3209685,0.009646976,0.392031868
SRR3209714,0.060102597,0.248284497
SRR3209717,0.030737639,0.385365041
SRR3209718,0.007725289,0.392099058
SRR3209730,-0.315788932,-0.064032168
SRR3209731,-0.272182622,0.061403272
SRR3209741,0.003136251,0.391628226
SRR3209742,-0.099946732,0.320761865
SRR3209743,-0.034916053,-0.398294416
SRR3209744,-0.130836633,-0.330675276
SRR22419890,-0.043185533,0.225259837
SRR22419891,0.30137401,-0.567502454
SRR22419892,0.188749218,0.349187633
SRR22419893,0.104863313,0.185806811
SRR22419900,-0.410726303,-0.144012681
SRR22419902,-0.183837619,-0.084506446
SRR22419904,-0.374042632,-0.007298465
SRR22419909,0.416805545,0.043065763
ERR3294591,0.061932378,0.46586546
ERR3294592,0.116849051,0.439978671
ERR3294593,-0.27045514,-0.034384529
ERR3294594,-0.42421301,-0.129613029
ERR3294595,-0.360556378,-0.120594865
ERR3294597,0.24845772,-0.329889134
ERR3294598,0.424301216,-0.280612043
ERR3294600,0.464031431,0.014082637
ERR3294602,-0.260347269,-0.024833167
SRR6869250,-0.426409017,-0.030195632
SRR6869251,-0.43384067,-0.02779794
SRR6869253,-0.344212047,0.052023819
SRR6869254,0.410273679,-0.007869379
SRR6869255,0.41229352,-0.298853123
SRR6869259,0.381894536,0.312692255
SRR8858426,-0.48925,0
SRR8858429,0.48925,0
SRR15020220,0.307021404,0.281911356
SRR15020222,-0.3426985,0.033431831
SRR15020223,-0.197328847,-0.144888357
SRR15020224,0.151770326,-0.224801588
SRR15020225,-0.310782377,-0.061716088
SRR15020226,-0.2749234,0.038445765
SRR15020227,-0.230533566,-0.008057363
SRR15020228,-0.242781081,-0.014605829
SRR15020229,0.293605294,-0.380596612
SRR15020230,-0.221048004,-0.105738186
SRR15020231,0.181663202,-0.132173462
SRR15020232,-0.044568174,-0.044125266
SRR15020233,-0.025491214,0.080452568
SRR15020234,-0.083679291,0.013831063
SRR15020235,-0.20594949,0.018964935
SRR15020236,-0.219052649,0.051583054
SRR15020237,-0.063280595,-0.05389873
SRR15020238,0.434936041,0.267990959
SRR15020239,-0.336749769,0.04265567
SRR15020240,0.141933965,0.104504246
SRR15020241,-0.402182651,0.104468596
SRR15020242,0.217283904,-0.395319862
SRR15020243,-0.226536323,-0.009651572
SRR15020244,0.034079602,0.201739819
SRR15020245,0.07910787,-0.04208666
SRR15020246,-0.084063609,0.06384499
SRR15020247,-0.427047375,0.08282007
SRR15020249,0.03712943,-0.049284516
SRR15020250,-0.113422899,-0.059269129
SRR15020251,0.408366291,0.318969466
SRR15020253,-0.249129261,0.035735444
SRR15020254,-0.359693925,0.033343132
SRR15020256,-0.084330706,-0.094799085
SRR15020257,-0.189506988,-0.009371526
SRR15020258,-0.160838705,-0.091652256
SRR15020259,-0.423228934,0.096433611
SRR15020260,-0.432771319,0.05590779
SRR15020261,-0.340938753,0.099005045
SRR15020262,0.403010686,0.279606292
SRR15020263,-0.400624777,0.147355953
SRR15020264,0.016377349,-0.059656301
SRR15020265,-0.434348342,0.045677627
SRR15020266,-0.264810292,0.057742009
SRR15020267,-0.238751239,0.100804358
SRR15020268,-0.219405914,0.265311566
SRR15020269,-0.035952849,-0.049932154
SRR15020270,0.006261459,-0.059098414
SRR15020271,-0.393153437,0.015702798
SRR15020272,-0.36692161,0.044459518
SRR15020273,-0.027800979,-0.057550289
SRR15020274,0.40874895,0.46799362
SRR15020275,-0.409151951,0.074784408
SRR15020276,-0.355139074,0.13573587
SRR15020277,0.010091489,-0.057894399
SRR15020278,-0.007226191,-0.05481346
