RUN	pielou_evenness
SRR6684186	0.7835674904685156
SRR6684187	0.8385229057484231
SRR6684188	0.8152134163347843
SRR6684189	0.887908415667841
SRR6684190	0.8773269377681365
SRR6684191	0.7451531403744559
SRR6684192	0.725413131100119
SRR6684193	0.6767674102420329
SRR6684194	0.8997830954020027
SRR6684195	0.783003407154469
SRR6684197	0.8569756478214533
SRR6684199	0.7003252584335197
SRR6684200	0.8424692849223997
SRR6684201	0.730024831790417
SRR6684202	0.6270765833974203
SRR6684203	0.7797049404405514
SRR6684204	0.8504117759877603
SRR6684205	0.6856139778374424
SRR6684206	0.7336893998163224
SRR6684207	0.8599193895552989
SRR6684208	0.7609141918373439
SRR6684209	0.8764556794277789
SRR6684210	0.8190783604858245
SRR6684211	0.8027948777286511
SRR6684212	0.8274222143195895
SRR6684213	0.7052900304006756
SRR6684214	0.8064162008532966
SRR6684215	0.9075487782817656
SRR6684216	0.7528757305411055
SRR6684217	0.7333889676263975
SRR6684218	0.8316262160442359
SRR6684219	0.8356061237410279
SRR6684220	0.6267288018316183
SRR6684221	0.7369622702891236
SRR6684222	0.8251213318015547
SRR6684223	0.7927043053737914
SRR6684224	0.7699473703874448
SRR6684225	0.6723866134913427
SRR6684226	0.6873826248266361
SRR6684227	0.7477532249527128
SRR6684229	0.7534983227516201
SRR6684230	0.8110033062859641
SRR6684231	0.6523478184250997
SRR6684232	0.7848583448284799
SRR6684233	0.635481883942304
SRR6684234	0.8765295799181894
SRR6684235	0.8298042910336977
SRR6684236	0.8851692745913875
SRR6684237	0.7751317706782576
SRR6684238	0.8859970478866719
SRR6684239	0.8113582095071649
SRR6684240	0.9306090875885682
SRR6684241	0.7859208305857964
SRR6684242	0.8303967385986417
SRR6684243	0.7486717129415784
SRR6684244	0.9366737439671472
SRR6684245	0.8067407302401609
SRR6684246	0.8237097506912527
SRR6684247	0.9071511358449584
SRR6684248	0.9141801544890744
SRR16602595	0.4785922740840164
SRR16602598	0.7213862331672173
SRR16602603	0.9618340532908408
SRR16602604	0.1753914188570607
SRR16602606	0.2145207903824032
SRR16602607	0.3830270310916484
SRR16602608	0.1874978589177718
SRR16602609	0.2263002586671317
SRR16602610	0.5359580309365686
SRR16602611	0.370133109264623
SRR16602612	0.3191778431161604
SRR16602613	0.3473407487512766
SRR16602614	0.1385578425095281
SRR16602615	0.3553854305369584
SRR16602616	0.3997118944057791
SRR16602617	0.2272567834437979
SRR16602618	0.0878794053784016
SRR16602619	0.3362799782045478
SRR16602620	0.6046810024298278
SRR16602621	0.2253277610740266
SRR16602622	0.2684645065472294
SRR16602623	0.5301268357575551
SRR16602624	0.2323463181183391
SRR16602625	0.1578262950118588
SRR16602626	0.2746714566877601
SRR16602627	0.0840898915943968
SRR16602628	0.2990110220247058
SRR16602629	0.1610782156219164
SRR16602630	0.1671745063280912
SRR16602631	0.2508305478474226
SRR16602632	0.6258755046245766
SRR16602633	0.3447919388835637
SRR16602634	0.4495828397075383
SRR16602635	0.578995173394084
SRR16602636	0.6195253562067207
SRR16602637	0.2635478041396698
SRR16602638	0.4179852836880166
SRR16602639	0.6300959251228944
SRR16602642	0.3260076525249584
SRR16602645	0.4918091293400679
SRR16602646	0.5126215645589991
SRR16602648	0.6736121865946022
SRR16602650	0.3403522619154936
SRR16602652	0.4380796028461487
SRR16602653	0.4744917418958362
SRR16602658	0.3208516401002735
SRR16602663	0.579589201813892
SRR16602665	0.6211794270028358
SRR16602667	0.5402746461131392
SRR16602669	0.4952640947663161
SRR16602671	0.3123878171446473
SRR16602672	0.5917235198151973
SRR16602673	0.189672497513757
SRR16602674	0.1213936392157474
SRR16602675	0.1314176269105123
SRR16602676	0.3861211953988645
SRR16602677	0.1261697673073624
SRR16602678	0.1486340105747636
SRR16602679	0.4274584957223053
SRR16602680	0.2135974363091562
SRR16602681	0.1337388723621322
SRR16602682	0.1003957258134648
SRR16602683	0.3347023822229579
SRR16602684	0.2003935777704327
SRR16602685	0.5521348590458339
SRR16602686	0.1356074858099912
SRR16602687	0.4205212547573811
SRR16602688	0.1158266919222099
SRR16602689	0.2385860079253069
SRR16602690	0.2915817441720877
SRR16602692	0.6224257654528212
SRR16602693	0.3240933458997466
SRR16602694	0.4918673279773133
SRR16602696	0.243341873648193
SRR16602697	0.2291409278183184
SRR16602698	0.6391639849599755
SRR16602702	0.2679489654584219
SRR16602704	0.2977140843741842
SRR16602705	0.1946242361955495
SRR16602706	0.5687076219998425
SRR16602710	0.4572770950099659
SRR16602711	0.2875773507447929
SRR16602712	0.0595341881474294
SRR16602713	0.3619050382712612
SRR16602714	0.3163348652820169
SRR16602715	0.2230624799118624
SRR16602717	0.5549655302333661
SRR16602718	0.3865882458531148
SRR16602719	0.1083270590879923
SRR16602720	0.1484862512864458
SRR16602721	0.2742766473887408
SRR16602722	0.1965682119400654
SRR16602723	0.1729516272967962
SRR16602724	0.3603473477632303
SRR16602725	0.1463262244146868
SRR16602726	0.1912873818717481
SRR16602728	0.4772869765938853
SRR16602729	0.2723920551811231
SRR16602730	0.1238670272046764
SRR16602731	0.476181501511199
SRR16602732	0.2748459325404688
SRR16602733	0.0680164266885178
SRR16602734	0.4098295751730474
SRR16602735	0.1842167094486602
SRR16602736	0.2935500666075013
SRR16602737	0.1609607099039615
SRR16602738	0.2790481672477912
SRR16602739	0.1372707442421147
SRR16602740	0.1773319511508105
SRR16602741	0.2030976178474942
SRR16602742	0.2041487988189737
SRR16602743	0.208314374061007
SRR16602744	0.263919004461578
SRR16602745	0.1865588235509066
SRR16602746	0.3775891977323899
SRR16602747	0.1546215365872544
SRR16602748	0.4837278264052485
SRR16602749	0.2634152051073877
SRR16602750	0.2480946455893455
SRR16602751	0.209211148281667
SRR16602753	0.4386900287864201
SRR16602754	0.4179185997036526
SRR16602755	0.4869968911880447
SRR16602756	0.2060538404289526
SRR16602757	0.198553622008649
SRR16602758	0.3618082168327372
SRR16602759	0.3992856100437203
SRR16602760	0.376004596241706
SRR16602761	0.1610648507866046
SRR16602762	0.2370699221050489
SRR16602763	0.4328704694522904
SRR16602764	0.4480246163907739
SRR16602766	0.670845131937087
SRR16602767	0.5654444350953215
SRR16602769	0.299159385142265
SRR16602770	0.283793598426887
SRR16602771	0.2158419727606552
SRR16602774	0.3659887592964593
SRR16602777	0.4836614429831459
SRR16602778	0.4366726208859193
SRR16602779	0.3957802115788309
SRR16602780	0.0947723923379497
SRR12047350	0.5735780766455452
SRR12047351	0.2234589518956437
SRR12047352	0.3870754367866587
SRR12047353	0.7262812138685119
SRR12047354	0.798382257409291
SRR12047355	0.8494653204823607
SRR12047356	0.4829308775565961
SRR12047357	0.4697372964309396
SRR12047358	0.3099368832438859
SRR12047359	0.9806630691336672
SRR12047360	0.7822440580894795
SRR12047361	0.3796478937004685
SRR12047362	0.2043657261599106
SRR12047363	0.4515143607479033
SRR12047364	0.6742396130507865
SRR12047365	0.3835067221869665
SRR12047366	0.3824293814254571
SRR12047367	0.8456536024283625
SRR12047368	0.8602610754927006
SRR12047369	0.7150026870502278
SRR12047370	0.8070596085761728
SRR12047371	0.6656287607079855
SRR12047372	0.7353673093020354
SRR12047373	0.918227397523745
SRR12047375	0.7595964179238541
SRR12047376	0.1446294123024936
SRR12047378	0.2578679799712217
SRR12047380	0.2161754419786691
SRR12047381	0.141560326100711
SRR12047382	0.160815134928514
SRR12047383	0.8977895053395866
SRR12047387	0.8963997287279939
SRR12047388	0.5257249871130723
SRR12047390	0.5152628798778203
SRR12047391	0.7266631282452408
SRR12047392	0.3083884456795978
SRR12047393	0.4716254846545934
SRR12047394	0.5554016957956756
SRR12047395	0.8536804341477034
SRR12047396	0.7530265612390773
SRR12047397	0.7782445650557014
SRR12047398	0.8524786562824197
ERR972699	0.5327878941864052
ERR972700	0.5486304748444364
ERR972701	0.3671758813034411
ERR972702	0.4424444335289589
ERR972703	0.3275340255758098
ERR972704	0.3759958259371477
ERR972705	0.3582796919376341
ERR972706	0.3775694500654637
ERR972707	0.3859414605615191
ERR972708	0.5577280190875895
ERR972709	0.5856433953856948
ERR972710	0.5620246584633242
ERR972711	0.6045464011353948
ERR972712	0.531481607929419
ERR972713	0.5751673916095169
ERR972714	0.513221457467278
ERR972715	0.6151923590939693
ERR972716	0.5504730557831569
ERR972717	0.553119682938363
ERR972718	0.589374059437801
ERR972719	0.666764041260494
ERR972720	0.6850776772888969
ERR972721	0.6506153317981196
ERR972722	0.6171321153016984
ERR972723	0.6272648618783412
ERR972724	0.5675622388692495
ERR972725	0.609010213082833
ERR972726	0.5709118295661318
ERR972727	0.5033868467891873
ERR972728	0.6124718798296429
ERR972729	0.7102357276719874
ERR972730	0.6478357706238137
ERR972731	0.6531599135290119
ERR972732	0.6300755076759155
ERR972733	0.569421006572751
ERR972734	0.6003973444085777
ERR972735	0.7074737261281484
ERR972736	0.6220425576128176
ERR972737	0.5832067299818078
ERR972738	0.5394659617888075
ERR972739	0.6925775721878265
SRR17347401	0.7144705916525306
SRR17347402	0.7010700629489681
SRR17347403	0.7425914437234835
SRR17347404	0.7638151984318802
SRR17347405	0.626430591975025
SRR17347406	0.8770682624412962
SRR17347407	0.9222088043534112
SRR17347408	0.6610014241207938
SRR17347409	0.7045309905230531
SRR17347414	0.7677735627000805
SRR17347415	0.5041211644026721
SRR17347416	0.5714733472534337
SRR17347417	0.880382490055588
SRR17347418	0.6714918172795183
SRR17347419	0.4246872407593339
SRR17347420	0.6585912928372929
SRR17347421	0.760054133170849
SRR17347422	0.6636268374896296
SRR17347423	0.8540424428877711
SRR17347424	0.7877481910180644
SRR17347425	0.7820655200517956
SRR17347426	0.6378103320162494
SRR17347427	0.4077013460134378
SRR17347428	0.6402748889771416
SRR17347429	0.5871340798052581
SRR17347430	0.5881873758838936
SRR17347431	0.580849035750467
SRR17347432	0.7797854728529166
SRR17347433	0.7660828628143457
SRR17347434	0.6354492277901479
SRR17347435	0.7026366670127363
SRR17347436	0.4087077926583661
SRR17347437	0.1946924036775534
SRR17347438	0.6401441839557588
SRR17347439	0.7515162477643068
SRR17347440	0.373254844000242
SRR17347441	0.2768772258477266
SRR17347442	0.7792694824188147
SRR17347443	0.3361749606023193
SRR17347444	0.6104576582854507
SRR17347445	0.5721817868569015
SRR17347446	0.8117734781145591
SRR17347447	0.6512992454674374
SRR17347448	0.5832166218746133
SRR17347449	0.6372276413831235
SRR17347450	0.4245198127104702
SRR17347451	0.7198604343021116
SRR17347452	0.4285319992135821
SRR17347453	0.6602561092181984
SRR17347454	0.5557339624791218
SRR17347455	0.670133106504445
SRR17347456	0.074117886135313
SRR17347457	0.7161868120454901
SRR17347458	0.7987853721984816
SRR17347459	0.4844234455001242
SRR17347460	0.8349330463049967
SRR17347461	0.7816111305992758
SRR17347462	0.7719215705062468
SRR17347463	0.7983600839518225
SRR17347464	0.6679286507548579
SRR17347465	0.6374206246940924
SRR17347466	0.5287173516078036
SRR17347467	0.5494559318768641
SRR17347468	0.6083814152936741
SRR17347469	0.4248349081414339
SRR17347470	0.247505700461679
SRR17347471	0.3509075881263028
SRR17347472	0.1662943986946158
SRR17347473	0.2682679181016604
SRR17347474	0.267651607188175
SRR17347475	0.3013080285193837
SRR17347476	0.2593948699347794
SRR17347477	0.3466443899929297
SRR17347478	0.4402927836191799
SRR17347479	0.7577251060765783
SRR17347480	0.7869191380157304
SRR17347481	0.6480651286396614
SRR17347482	0.6479265108046399
SRR17347483	0.7830476574235371
SRR17347484	0.7975258413408731
SRR17347485	0.7337853729745916
SRR17347486	0.6477305267549328
SRR17347487	0.7458333876407974
SRR17347488	0.7890298403519762
SRR17347489	0.6604457279931959
SRR17347490	0.6870043186666028
SRR17347491	0.6897926160506934
SRR17347492	0.1240364566841829
SRR17347493	0.5286142563689672
SRR17347494	0.7202085715730699
SRR17347495	0.4953982216589965
SRR17347496	0.5924579914571484
SRR17347497	0.3893882900521294
SRR17347498	0.7768425834604255
SRR17347499	0.4916789854106531
SRR17347500	0.7779308629530847
SRR17347501	0.738337329281756
SRR17347502	0.6466251997874494
SRR17347503	0.5962549044946356
SRR17347504	0.717663385006523
SRR17347505	0.7945996462894223
SRR17347506	0.4909973702113757
SRR17347507	0.617695908096233
SRR17347508	0.7060736183498727
SRR17347509	0.7596878842182919
SRR17347510	0.5826218336968331
SRR17347511	0.7456706742885492
SRR17347512	0.6043618632981402
SRR17347513	0.8071694123373462
SRR17347514	0.6627227512187069
SRR17347515	0.5126845894086807
SRR17347516	0.7308306616580292
SRR17347517	0.6593827543075115
SRR17347518	0.9583943913178854
SRR17347519	0.6261772982557605
SRR17347520	0.8075046715378618
SRR17347521	0.3911378582152006
SRR17347522	0.6929050295226397
SRR17347523	0.7766996571454894
SRR17347524	0.3187465476423151
SRR17347525	0.4817412222505424
SRR17347526	0.5748378951180643
SRR17347527	0.6023908292250099
SRR17347528	0.7813415510615731
SRR17347529	0.712153224636911
SRR17347530	0.5908017089125697
SRR17347531	0.688698612473191
SRR17347532	0.6735991390839605
SRR17347533	0.5401476808063814
SRR17347534	0.7815196130925257
SRR17347535	0.7046808228164437
SRR17347536	0.7533145983298358
SRR17347537	0.7640724099567713
SRR17347538	0.8061341002894965
SRR17347539	0.7030859871232019
SRR17347540	0.8240253303374723
SRR17347541	0.6482419574098999
SRR17347542	0.2915163912038011
SRR17347544	0.0114077577374611
SRR17347545	0.7536093366013318
SRR17347546	0.4035467437565457
SRR17347547	0.6300042480208424
SRR17347548	0.8066029551753554
SRR17347549	0.6030056651766716
SRR17347550	0.4747883248705577
SRR17347551	0.3059380204064033
SRR17347552	0.6363200879968118
SRR17347553	0.516108365789738
SRR17347554	0.7788818980785671
SRR17347555	0.6373579454540987
SRR17347556	0.7394765309930426
SRR17347557	0.8020764125885053
SRR17347558	0.4572385878447853
SRR17347559	0.4754469932078442
SRR17347560	0.4791980243088643
SRR17347561	0.7769147156860864
SRR17347562	0.6184936872761772
SRR17347563	0.5745586893788143
SRR17347564	0.5717583860824506
SRR17347565	0.8726180228530367
SRR17347566	0.7110829745174214
SRR17347567	0.0599979438199292
SRR17347568	0.6677289218569943
SRR17347569	0.7816859541742288
SRR17347570	0.631284185452875
SRR17347571	0.5674479273299011
SRR17347572	0.6793874403892468
SRR17347573	0.719814260234547
SRR17347574	0.1483255350151399
SRR17347575	0.702388712508332
SRR17347576	0.5175218938978716
SRR17347577	0.4071808035016036
SRR17347578	0.523189809947529
SRR17347579	0.8119017073437724
SRR17347580	0.7068533028828787
SRR17347581	0.7260473330218157
SRR17347582	0.7110333552629482
SRR17347583	0.8241770497577112
SRR17347584	0.725723380871034
SRR17347585	0.6893912186701374
SRR17347586	0.8287818955243562
SRR17347587	0.6548658733313968
SRR17347588	0.6111704475903362
SRR17347589	0.8298363051020897
SRR17347590	0.0401572196312431
SRR17347591	0.5221988939574617
SRR17347592	0.8161091912397261
SRR17347593	0.7920682650985575
SRR17347594	0.3484082576479277
SRR17347595	0.8255343331653517
SRR17347596	0.3243036719173692
SRR17347597	0.2219675245261883
SRR17347598	0.700985217113254
SRR17347599	0.6303090688456935
SRR17347600	0.5733716405649503
SRR17347601	0.7022994265236673
SRR17347602	0.4769447055588417
SRR17347603	0.6382624379961571
SRR17347604	0.6167443668033175
SRR17347605	0.5512293715002188
SRR17347606	0.3428779051219871
SRR17347607	0.158699191178623
SRR17347608	0.3092689300090495
SRR17347609	0.5872925343092397
SRR17347610	0.745396043093462
SRR17347611	0.6661202739432962
SRR17347612	0.0114077577374611
SRR17347613	0.0287099775878551
SRR17347614	0.4662369645690748
SRR17347615	0.3224550413955473
SRR17347616	0.5446776358595105
SRR17347617	0.7270835661705768
SRR17347618	0.769574702253904
SRR17347619	0.280408466219208
SRR17347620	0.7622529999838537
SRR17347621	0.236183616150736
SRR17347622	0.2670464676323371
SRR17347623	0.6220102253041789
SRR17347624	0.5051378157423523
SRR17347625	0.444620214587394
SRR17347626	0.5964403397735559
SRR17347627	0.8051439939568553
SRR17347629	0.7866317445094994
SRR17347630	0.0914730406514814
SRR17347631	0.8743864176925422
SRR17347632	0.7820564474453394
SRR17347633	0.8057484758873537
SRR17347634	0.6915360219405268
SRR17347635	0.5513692908712438
SRR17347636	0.656461204657233
SRR17347637	0.0062040592958316
SRR17347638	0.4367682688295988
SRR17347639	0.6222960731327395
SRR17347640	0.6901255167638453
SRR17347641	0.7097703446927693
SRR17347642	0.2761327675896779
SRR17347643	0.5373682376410159
SRR17347644	0.5030927029035015
SRR17347645	0.3080853864225625
SRR17347646	0.3141720332731874
SRR17347647	0.2841476166301672
SRR17347648	0.4009690275276747
SRR17347649	0.1729577571281013
SRR17347650	0.3920453339460408
SRR17347651	0.6231130899299401
SRR17347652	0.7665711944881884
SRR17347653	0.6650362676973738
SRR17347654	0.6716945735400874
SRR17347655	0.589922877979882
SRR17347656	0.6778893488116552
SRR17347657	0.6698439249417341
SRR17347658	0.5173098552531754
SRR17347659	0.5576423082002998
SRR17347660	0.6799080147380662
SRR17347661	0.502065798840187
SRR17347662	0.8590155628927114
SRR17347663	0.7001689601815985
SRR17347664	0.6997644233241546
SRR17347665	0.4750021156944932
SRR17347666	0.5809462792962877
SRR17347667	0.8356817382457686
SRR17347668	0.5074409870894796
SRR17347669	0.6577183356810137
SRR17347670	0.6073973962405984
