RUN	pielou_evenness	shannon_entropy
SRR6684191	0.7451531403744559	1.926192925162576
SRR6684192	0.725413131100119	2.036492124119137
SRR6684193	0.6767674102420329	2.0303022307260985
SRR6684194	0.8997830954020027	2.526010501661039
SRR6684195	0.783003407154469	2.198168469062973
SRR6684197	0.8569756478214533	2.57092694346436
SRR6684199	0.7003252584335197	2.422727342355255
SRR6684200	0.8424692849223997	2.527407854767199
SRR6684201	0.730024831790417	2.1900744953712508
SRR6684202	0.6270765833974203	1.9877857395305083
SRR6684203	0.7797049404405514	2.471606184450593
SRR6684204	0.8504117759877603	2.5512353279632807
SRR6684205	0.6856139778374424	1.5919463573882389
